Country or Area,Subgroup,Year,Primary Enrollment Value
"Iran, Islamic Rep.",Female,1996,98.83479
"Iran, Islamic Rep.",Female,1997,96.48227
"Iran, Islamic Rep.",Female,1998,97.05959
"Iran, Islamic Rep.",Female,1999,97.02752
"Iran, Islamic Rep.",Female,2000,98.10122
"Iran, Islamic Rep.",Female,2001,100.35826
"Iran, Islamic Rep.",Female,2002,100.69473
"Iran, Islamic Rep.",Female,2003,99.88328
"Iran, Islamic Rep.",Female,2004,99.53144
"Iran, Islamic Rep.",Female,2005,97.45368
"Iran, Islamic Rep.",Female,2006,98.05888
"Iran, Islamic Rep.",Female,2007,98.96748
"Iran, Islamic Rep.",Female,2008,99.93446
"Iran, Islamic Rep.",Female,2009,100.6152
"Iran, Islamic Rep.",Female,2010,99.56544
"Iran, Islamic Rep.",Female,2011,99.64402
"Iran, Islamic Rep.",Female,2012,100.40758
"Iran, Islamic Rep.",Female,2013,115.9077
"Iran, Islamic Rep.",Female,2014,110.25691
"Iran, Islamic Rep.",Female,2015,112.2737
"Iran, Islamic Rep.",Female,2016,115.06075
"Iran, Islamic Rep.",Female,2017,113.88066
"Iran, Islamic Rep.",Female,2018,0
Iraq,Female,1970,0
Iraq,Female,1971,42.08762
Iraq,Female,1972,43.096
Iraq,Female,1973,45.09498
Iraq,Female,1974,47.40092
Iraq,Female,1975,51.89518
Iraq,Female,1976,58.87733
Iraq,Female,1977,65.27168
Iraq,Female,1978,69.18857
Iraq,Female,1979,92.63194
Iraq,Female,1980,100.25917
Iraq,Female,1981,101.59169
Iraq,Female,1982,101.58344
Iraq,Female,1983,97.38571
Iraq,Female,1984,96.17825
Iraq,Female,1985,94.06848
Iraq,Female,1986,93.73512
Iraq,Female,1987,94.59778
Iraq,Female,1988,96.11512
Iraq,Female,1989,93.08005
Iraq,Female,1990,0
Iraq,Female,1991,99.52119
Iraq,Female,1992,83.86448
Iraq,Female,1993,82.8042
Iraq,Female,1994,0
Iraq,Female,1995,0
Iraq,Female,1996,78.41712
Iraq,Female,1997,0
Iraq,Female,1998,0
Iraq,Female,1999,88.86458
Iraq,Female,2000,87.82456
Iraq,Female,2001,0
Iraq,Female,2002,0
Iraq,Female,2003,97.09043
Iraq,Female,2004,95.26054
Iraq,Female,2005,0
Iraq,Female,2006,0
Iraq,Female,2007,99.11404
Iraq,Female,2008,0
Iraq,Female,2009,0
Iraq,Female,2010,0
Iraq,Female,2011,0
Iraq,Female,2012,0
Iraq,Female,2013,0
Iraq,Female,2014,0
Iraq,Female,2015,0
Iraq,Female,2016,0
Iraq,Female,2017,0
Iraq,Female,2018,0
Iceland,Female,1970,0
Iceland,Female,1971,97.97177
Iceland,Female,1972,98.8453
Iceland,Female,1973,98.70217
Iceland,Female,1974,99.12595
Iceland,Female,1975,100
Iceland,Female,1976,99.46845
Iceland,Female,1977,99.99214
Iceland,Female,1978,0
Iceland,Female,1979,0
Iceland,Female,1980,0
Iceland,Female,1981,0
Iceland,Female,1982,0
Iceland,Female,1983,99.51742
Iceland,Female,1984,100.28553
Iceland,Female,1985,0
Iceland,Female,1986,97.64715
Iceland,Female,1987,97.42067
Iceland,Female,1988,99.91058
Iceland,Female,1989,101.36397
Iceland,Female,1990,0
Iceland,Female,1991,0
Iceland,Female,1992,0
Iceland,Female,1993,98.6697
Iceland,Female,1994,97.37368
Iceland,Female,1995,97.81334
Iceland,Female,1996,98.51683
Iceland,Female,1997,98.9372
Iceland,Female,1998,99.23622
Iceland,Female,1999,99.81569
Iceland,Female,2000,101.80556
Iceland,Female,2001,102.01058
Iceland,Female,2002,98.7336
Iceland,Female,2003,97.23144
Iceland,Female,2004,95.51192
Iceland,Female,2005,95.66197
Iceland,Female,2006,96.88257
Iceland,Female,2007,98.45805
Iceland,Female,2008,99.58678
Iceland,Female,2009,100.11602
Iceland,Female,2010,99.63761
Iceland,Female,2011,98.98411
Iceland,Female,2012,98.41895
Iceland,Female,2013,97.78287
Iceland,Female,2014,97.70069
Iceland,Female,2015,98.57701
Iceland,Female,2016,99.48309
Iceland,Female,2017,100.34877
Iceland,Female,2018,0
Japan,Female,1970,0
Japan,Female,1971,0
Japan,Female,1972,0
Japan,Female,1973,0
Japan,Female,1974,0
Japan,Female,1975,0
Japan,Female,1976,0
Japan,Female,1977,0
Japan,Female,1978,0
Japan,Female,1979,0
Japan,Female,1980,0
Japan,Female,1981,0
Japan,Female,1982,0
Japan,Female,1983,0
Japan,Female,1984,0
Japan,Female,1985,0
Japan,Female,1986,0
Japan,Female,1987,0
Japan,Female,1988,0
Japan,Female,1989,0
Japan,Female,1990,0
Japan,Female,1991,0
Japan,Female,1992,0
Japan,Female,1993,0
Japan,Female,1994,0
Japan,Female,1995,0
Japan,Female,1996,0
Japan,Female,1997,0
Japan,Female,1998,0
Japan,Female,1999,0
Japan,Female,2000,0
Japan,Female,2001,0
Japan,Female,2002,0
Japan,Female,2003,0
Japan,Female,2004,0
Japan,Female,2005,0
Japan,Female,2006,0
Japan,Female,2007,0
Japan,Female,2008,0
Japan,Female,2009,0
Japan,Female,2010,0
Japan,Female,2011,0
Japan,Female,2012,0
Japan,Female,2013,0
Japan,Female,2014,0
Japan,Female,2015,0
Japan,Female,2016,0
Japan,Female,2017,0
Japan,Female,2018,0
Lebanon,Female,1970,0
Lebanon,Female,1971,125.66255
Lebanon,Female,1972,0
Lebanon,Female,1973,0
Lebanon,Female,1974,129.31907
Lebanon,Female,1975,0
Lebanon,Female,1976,0
Lebanon,Female,1977,0
Lebanon,Female,1978,0
Lebanon,Female,1979,0
Lebanon,Female,1980,0
Lebanon,Female,1981,0
Lebanon,Female,1982,115.46615
Lebanon,Female,1983,108.02945
Lebanon,Female,1984,0
Lebanon,Female,1985,90.58411
Lebanon,Female,1986,0
Lebanon,Female,1987,0
Lebanon,Female,1988,0
Lebanon,Female,1989,0
Lebanon,Female,1990,0
Lebanon,Female,1991,0
Lebanon,Female,1992,0
Lebanon,Female,1993,0
Lebanon,Female,1994,0
Lebanon,Female,1995,0
Lebanon,Female,1996,0
Lebanon,Female,1997,0
Lebanon,Female,1998,0
Lebanon,Female,1999,0
Lebanon,Female,2000,0
Lebanon,Female,2001,0
Lebanon,Female,2002,0
Lebanon,Female,2003,0
Lebanon,Female,2004,0
Lebanon,Female,2005,0
Lebanon,Female,2006,0
Lebanon,Female,2007,0
Lebanon,Female,2008,0
Lebanon,Female,2009,0
Lebanon,Female,2010,0
Lebanon,Female,2011,0
Lebanon,Female,2012,0
Lebanon,Female,2013,0
Lebanon,Female,2014,0
Lebanon,Female,2015,0
Lebanon,Female,2016,0
Lebanon,Female,2017,0
Lebanon,Female,2018,0
Libya,Female,1970,0
Libya,Female,1971,75.66619
Libya,Female,1972,88.78687
Libya,Female,1973,99.92914
Libya,Female,1974,106.3821
Libya,Female,1975,109.40184
Libya,Female,1976,111.40769
Libya,Female,1977,110.05168
Libya,Female,1978,105.64174
Libya,Female,1979,110.43665
Libya,Female,1980,108.30018
Libya,Female,1981,107.62514
Libya,Female,1982,0
Libya,Female,1983,109.07656
Libya,Female,1984,0
Libya,Female,1985,0
Libya,Female,1986,105.53563
Libya,Female,1987,0
Libya,Female,1988,0
Libya,Female,1989,0
Libya,Female,1990,0
Libya,Female,1991,0
Libya,Female,1992,0
Libya,Female,1993,0
Libya,Female,1994,0
Libya,Female,1995,0
Libya,Female,1996,0
Libya,Female,1997,0
Libya,Female,1998,0
Libya,Female,1999,106.92603
Libya,Female,2000,0
Libya,Female,2001,104.52957
Libya,Female,2002,103.30911
Libya,Female,2003,101.61346
Libya,Female,2004,103.8996
Libya,Female,2005,101.4564
Libya,Female,2006,106.59642
Libya,Female,2007,0
Libya,Female,2008,0
Libya,Female,2009,0
Libya,Female,2010,0
Libya,Female,2011,0
Libya,Female,2012,0
Libya,Female,2013,0
Libya,Female,2014,0
Libya,Female,2015,0
Libya,Female,2016,0
Libya,Female,2017,0
Libya,Female,2018,0
Sri Lanka,Female,1970,96.49003
Sri Lanka,Female,1971,102.94816
Sri Lanka,Female,1972,0
Sri Lanka,Female,1973,0
Sri Lanka,Female,1974,0
Sri Lanka,Female,1975,79.06304
Sri Lanka,Female,1976,78.57155
Sri Lanka,Female,1977,83.27344
Sri Lanka,Female,1978,105.6303
Sri Lanka,Female,1979,0
Sri Lanka,Female,1980,116.22724
Sri Lanka,Female,1981,119.58255
Sri Lanka,Female,1982,119.80939
Sri Lanka,Female,1983,118.93133
Sri Lanka,Female,1984,118.71653
Sri Lanka,Female,1985,119.43796
Sri Lanka,Female,1986,121.01347
Sri Lanka,Female,1987,105.50741
Sri Lanka,Female,1988,107.0375
Sri Lanka,Female,1989,108.2132
Sri Lanka,Female,1990,107.94285
Sri Lanka,Female,1991,107.98252
Sri Lanka,Female,1992,106.08076
Sri Lanka,Female,1993,105.55213
Sri Lanka,Female,1994,105.06324
Sri Lanka,Female,1995,107.79348
Sri Lanka,Female,1996,103.73214
Sri Lanka,Female,1997,0
Sri Lanka,Female,1998,105.82817
Sri Lanka,Female,1999,0
Sri Lanka,Female,2000,0
Sri Lanka,Female,2001,106.93053
Sri Lanka,Female,2002,105.40116
Sri Lanka,Female,2003,102.49141
Sri Lanka,Female,2004,100.8334
Sri Lanka,Female,2005,99.28779
Sri Lanka,Female,2006,98.44568
Sri Lanka,Female,2007,97.69085
Sri Lanka,Female,2008,96.60648
Sri Lanka,Female,2009,94.04776
Sri Lanka,Female,2010,98.24813
Sri Lanka,Female,2011,97.51822
Sri Lanka,Female,2012,98.76951
Sri Lanka,Female,2013,99.42777
Sri Lanka,Female,2014,100.18917
Sri Lanka,Female,2015,100.57343
Sri Lanka,Female,2016,100.37505
Sri Lanka,Female,2017,99.90265
Sri Lanka,Female,2018,99.61806
Norway,Female,1970,0
Norway,Female,1971,108.8949
Norway,Female,1972,103.83684
Norway,Female,1973,100.5145
Norway,Female,1974,101.10749
Norway,Female,1975,101.51233
Norway,Female,1976,100.93736
Norway,Female,1977,100.91738
Norway,Female,1978,100.09641
Norway,Female,1979,99.65198
Norway,Female,1980,99.68362
Norway,Female,1981,99.49742
Norway,Female,1982,99.23882
Norway,Female,1983,98.35333
Norway,Female,1984,97.91159
Norway,Female,1985,96.83579
Norway,Female,1986,96.81255
Norway,Female,1987,97.67172
Norway,Female,1988,98.05527
Norway,Female,1989,99.09309
Norway,Female,1990,100.24413
Norway,Female,1991,100.32546
Norway,Female,1992,100.05721
Norway,Female,1993,99.2189
Norway,Female,1994,98.80464
Norway,Female,1995,98.42259
Norway,Female,1996,98.58086
Norway,Female,1997,84.43869
Norway,Female,1998,100.37191
Norway,Female,1999,100.66499
Norway,Female,2000,100.98357
Norway,Female,2001,100.95433
Norway,Female,2002,100.33012
Norway,Female,2003,100.02044
Norway,Female,2004,99.43913
Norway,Female,2005,98.66178
Norway,Female,2006,98.9296
Norway,Female,2007,99.1521
Norway,Female,2008,99.39836
Norway,Female,2009,99.31741
Norway,Female,2010,99.23571
Norway,Female,2011,99.50677
Norway,Female,2012,100.09844
Norway,Female,2013,100.17448
Norway,Female,2014,99.79021
Norway,Female,2015,99.76582
Norway,Female,2016,100.11042
Norway,Female,2017,100.21819
Norway,Female,2018,0
New Zealand,Female,1970,109.51926
New Zealand,Female,1971,107.57369
New Zealand,Female,1972,106.24733
New Zealand,Female,1973,104.93619
New Zealand,Female,1974,104.06057
New Zealand,Female,1975,105.49898
New Zealand,Female,1976,106.98157
New Zealand,Female,1977,107.90184
New Zealand,Female,1978,108.11869
New Zealand,Female,1979,107.58067
New Zealand,Female,1980,106.01189
New Zealand,Female,1981,103.49964
New Zealand,Female,1982,102.87406
New Zealand,Female,1983,102.21213
New Zealand,Female,1984,103.43119
New Zealand,Female,1985,104.37171
New Zealand,Female,1986,104.30796
New Zealand,Female,1987,105.09088
New Zealand,Female,1988,104.42001
New Zealand,Female,1989,103.49711
New Zealand,Female,1990,103.74187
New Zealand,Female,1991,102.02305
New Zealand,Female,1992,100.39098
New Zealand,Female,1993,99.84147
New Zealand,Female,1994,99.80685
New Zealand,Female,1995,101.36679
New Zealand,Female,1996,100.03069
New Zealand,Female,1997,101.10399
New Zealand,Female,1998,101.5773
New Zealand,Female,1999,100.43995
New Zealand,Female,2000,99.6308
New Zealand,Female,2001,97.49062
New Zealand,Female,2002,97.13856
New Zealand,Female,2003,98.1814
New Zealand,Female,2004,98.17049
New Zealand,Female,2005,99.29473
New Zealand,Female,2006,99.81092
New Zealand,Female,2007,100.46344
New Zealand,Female,2008,100.84891
New Zealand,Female,2009,101.14229
New Zealand,Female,2010,101.277
New Zealand,Female,2011,100.14609
New Zealand,Female,2012,98.70183
New Zealand,Female,2013,98.28005
New Zealand,Female,2014,97.79055
New Zealand,Female,2015,98.21236
New Zealand,Female,2016,99.20377
New Zealand,Female,2017,100.19743
New Zealand,Female,2018,0
Pakistan,Female,1970,0
Pakistan,Female,1971,26.93189
Pakistan,Female,1972,27.2975
Pakistan,Female,1973,30.0251
Pakistan,Female,1974,31.46306
Pakistan,Female,1975,31.97473
Pakistan,Female,1976,33.67024
Pakistan,Female,1977,33.5872
Pakistan,Female,1978,32.84909
Pakistan,Female,1979,32.58672
Pakistan,Female,1980,32.62164
Pakistan,Female,1981,33.75872
Pakistan,Female,1982,34.79239
Pakistan,Female,1983,35.68336
Pakistan,Female,1984,35.90174
Pakistan,Female,1985,37.38382
Pakistan,Female,1986,38.0559
Pakistan,Female,1987,39.26491
Pakistan,Female,1988,40.01456
Pakistan,Female,1989,39.85985
Pakistan,Female,1990,40.4436
Pakistan,Female,1991,0
Pakistan,Female,1992,0
Pakistan,Female,1993,0
Pakistan,Female,1994,0
Pakistan,Female,1995,0
Pakistan,Female,1996,0
Pakistan,Female,1997,0
Pakistan,Female,1998,0
Pakistan,Female,1999,0
Pakistan,Female,2000,57.06668
Pakistan,Female,2001,57.01294
Pakistan,Female,2002,57.13639
Pakistan,Female,2003,60.91778
Pakistan,Female,2004,64.91
Pakistan,Female,2005,70.34328
Pakistan,Female,2006,68.56943
Pakistan,Female,2007,75.29171
Pakistan,Female,2008,75.90518
Pakistan,Female,2009,77.07291
Pakistan,Female,2010,77.63804
Pakistan,Female,2011,74.51299
Pakistan,Female,2012,74.64866
Pakistan,Female,2013,73.89344
Pakistan,Female,2014,77.39932
Pakistan,Female,2015,78.25324
Pakistan,Female,2016,83.88247
Pakistan,Female,2017,83.70682
Pakistan,Female,2018,86.11134
Singapore,Female,1970,0
Singapore,Female,1971,0
Singapore,Female,1972,0
Singapore,Female,1973,0
Singapore,Female,1974,0
Singapore,Female,1975,0
Singapore,Female,1976,0
Singapore,Female,1977,0
Singapore,Female,1978,0
Singapore,Female,1979,0
Singapore,Female,1980,0
Singapore,Female,1981,0
Singapore,Female,1982,0
Singapore,Female,1983,0
Singapore,Female,1984,0
Singapore,Female,1985,0
Singapore,Female,1986,0
Singapore,Female,1987,0
Singapore,Female,1988,0
Singapore,Female,1989,0
Singapore,Female,1990,0
Singapore,Female,1991,0
Singapore,Female,1992,0
Singapore,Female,1993,0
Singapore,Female,1994,0
Singapore,Female,1995,0
Singapore,Female,1996,0
Singapore,Female,1997,0
Singapore,Female,1998,0
Singapore,Female,1999,0
Singapore,Female,2000,0
Singapore,Female,2001,0
Singapore,Female,2002,0
Singapore,Female,2003,0
Singapore,Female,2004,0
Singapore,Female,2005,0
Singapore,Female,2006,0
Singapore,Female,2007,0
Singapore,Female,2008,0
Singapore,Female,2009,0
Singapore,Female,2010,0
Singapore,Female,2011,0
Singapore,Female,2012,0
Singapore,Female,2013,0
Singapore,Female,2014,0
Singapore,Female,2015,0
Singapore,Female,2016,100.69286
Singapore,Female,2017,100.57172
Singapore,Female,2018,0
Sweden,Female,1970,0
Sweden,Female,1971,94.95933
Sweden,Female,1972,96.71553
Sweden,Female,1973,97.86961
Sweden,Female,1974,99.27928
Sweden,Female,1975,100.85034
Sweden,Female,1976,101.54925
Sweden,Female,1977,100.74478
Sweden,Female,1978,99.03973
Sweden,Female,1979,98.26392
Sweden,Female,1980,97.27787
Sweden,Female,1981,96.55186
Sweden,Female,1982,96.90768
Sweden,Female,1983,97.84365
Sweden,Female,1984,98.03949
Sweden,Female,1985,98.4505
Sweden,Female,1986,97.55821
Sweden,Female,1987,98.05597
Sweden,Female,1988,98.41473
Sweden,Female,1989,98.75798
Sweden,Female,1990,99.54328
Sweden,Female,1991,99.8375
Sweden,Female,1992,100.49358
Sweden,Female,1993,105.03564
Sweden,Female,1994,104.94942
Sweden,Female,1995,105.01047
Sweden,Female,1996,105.16163
Sweden,Female,1997,105.73973
Sweden,Female,1998,112.07185
Sweden,Female,1999,111.56732
Sweden,Female,2000,111.02194
Sweden,Female,2001,111.07645
Sweden,Female,2002,110.00252
Sweden,Female,2003,108.67284
Sweden,Female,2004,97.0805
Sweden,Female,2005,95.65748
Sweden,Female,2006,95.52782
Sweden,Female,2007,96.55985
Sweden,Female,2008,98.44897
Sweden,Female,2009,99.65077
Sweden,Female,2010,101.16406
Sweden,Female,2011,100.22249
Sweden,Female,2012,101.84269
Sweden,Female,2013,123.98248
Sweden,Female,2014,124.23183
Sweden,Female,2015,125.52125
Sweden,Female,2016,126.49916
Sweden,Female,2017,127.44611
Sweden,Female,2018,0
Syrian Arab Republic,Female,1970,0
Syrian Arab Republic,Female,1971,59.56499
Syrian Arab Republic,Female,1972,64.49097
Syrian Arab Republic,Female,1973,70.2155
Syrian Arab Republic,Female,1974,72.80402
Syrian Arab Republic,Female,1975,74.05574
Syrian Arab Republic,Female,1976,76.31651
Syrian Arab Republic,Female,1977,77.1718
Syrian Arab Republic,Female,1978,77.548
Syrian Arab Republic,Female,1979,78.37488
Syrian Arab Republic,Female,1980,81.55292
Syrian Arab Republic,Female,1981,83.3533
Syrian Arab Republic,Female,1982,86.10095
Syrian Arab Republic,Female,1983,87.44976
Syrian Arab Republic,Female,1984,90.59502
Syrian Arab Republic,Female,1985,93.18552
Syrian Arab Republic,Female,1986,95.95113
Syrian Arab Republic,Female,1987,99.58427
Syrian Arab Republic,Female,1988,99.29893
Syrian Arab Republic,Female,1989,100.2457
Syrian Arab Republic,Female,1990,99.85558
Syrian Arab Republic,Female,1991,101.27458
Syrian Arab Republic,Female,1992,102.52013
Syrian Arab Republic,Female,1993,102.07614
Syrian Arab Republic,Female,1994,102.27757
Syrian Arab Republic,Female,1995,101.77277
Syrian Arab Republic,Female,1996,101.31121
Syrian Arab Republic,Female,1997,100.82476
Syrian Arab Republic,Female,1998,100.76796
Syrian Arab Republic,Female,1999,101.46225
Syrian Arab Republic,Female,2000,103.04402
Syrian Arab Republic,Female,2001,105.81176
Syrian Arab Republic,Female,2002,108.23428
Syrian Arab Republic,Female,2003,118.68912
Syrian Arab Republic,Female,2004,118.59174
Syrian Arab Republic,Female,2005,118.6331
Syrian Arab Republic,Female,2006,116.26877
Syrian Arab Republic,Female,2007,114.52634
Syrian Arab Republic,Female,2008,113.85745
Syrian Arab Republic,Female,2009,113.13203
Syrian Arab Republic,Female,2010,114.71897
Syrian Arab Republic,Female,2011,119.51671
Syrian Arab Republic,Female,2012,126.0301
Syrian Arab Republic,Female,2013,80.203
Syrian Arab Republic,Female,2014,0
Syrian Arab Republic,Female,2015,0
Syrian Arab Republic,Female,2016,0
Syrian Arab Republic,Female,2017,0
Syrian Arab Republic,Female,2018,0
United States,Female,1970,0
United States,Female,1971,0
United States,Female,1972,0
United States,Female,1973,0
United States,Female,1974,0
United States,Female,1975,0
United States,Female,1976,0
United States,Female,1977,0
United States,Female,1978,0
United States,Female,1979,0
United States,Female,1980,0
United States,Female,1981,0
United States,Female,1982,0
United States,Female,1983,0
United States,Female,1984,0
United States,Female,1985,0
United States,Female,1986,0
United States,Female,1987,0
United States,Female,1988,0
United States,Female,1989,0
United States,Female,1990,0
United States,Female,1991,0
United States,Female,1992,0
United States,Female,1993,0
United States,Female,1994,0
United States,Female,1995,0
United States,Female,1996,0
United States,Female,1997,0
United States,Female,1998,0
United States,Female,1999,0
United States,Female,2000,0
United States,Female,2001,0
United States,Female,2002,0
United States,Female,2003,0
United States,Female,2004,0
United States,Female,2005,101.3106
United States,Female,2006,0
United States,Female,2007,0
United States,Female,2008,0
United States,Female,2009,0
United States,Female,2010,99.81811
United States,Female,2011,99.59456
United States,Female,2012,98.38959
United States,Female,2013,99.03338
United States,Female,2014,99.50208
United States,Female,2015,100.28726
United States,Female,2016,101.27641
United States,Female,2017,101.422
United States,Female,2018,0
