Country or Area,Subgroup,Year,Primary Enrollment Value
Singapore,Male,1999,0
Singapore,Male,2000,0
Singapore,Male,2001,0
Singapore,Male,2002,0
Singapore,Male,2003,0
Singapore,Male,2004,0
Singapore,Male,2005,0
Singapore,Male,2006,0
Singapore,Male,2007,0
Singapore,Male,2008,0
Singapore,Male,2009,0
Singapore,Male,2010,0
Singapore,Male,2011,0
Singapore,Male,2012,0
Singapore,Male,2013,0
Singapore,Male,2014,0
Singapore,Male,2015,0
Singapore,Male,2016,100.85035
Singapore,Male,2017,100.67982
Singapore,Male,2018,0
Sweden,Male,1970,0
Sweden,Male,1971,93.13761
Sweden,Male,1972,94.95366
Sweden,Male,1973,96.29217
Sweden,Male,1974,98.21315
Sweden,Male,1975,99.88297
Sweden,Male,1976,100.67841
Sweden,Male,1977,100.04317
Sweden,Male,1978,98.62836
Sweden,Male,1979,98.36873
Sweden,Male,1980,97.27604
Sweden,Male,1981,96.44336
Sweden,Male,1982,96.93008
Sweden,Male,1983,97.69776
Sweden,Male,1984,98.22197
Sweden,Male,1985,97.2677
Sweden,Male,1986,97.80946
Sweden,Male,1987,98.27441
Sweden,Male,1988,98.58497
Sweden,Male,1989,98.7937
Sweden,Male,1990,99.48998
Sweden,Male,1991,99.61612
Sweden,Male,1992,100.17769
Sweden,Male,1993,103.541
Sweden,Male,1994,103.42572
Sweden,Male,1995,103.51195
Sweden,Male,1996,103.64884
Sweden,Male,1997,104.20767
Sweden,Male,1998,108.3311
Sweden,Male,1999,108.31923
Sweden,Male,2000,108.24982
Sweden,Male,2001,108.31652
Sweden,Male,2002,107.07614
Sweden,Male,2003,105.96536
Sweden,Male,2004,97.54324
Sweden,Male,2005,95.94527
Sweden,Male,2006,95.7624
Sweden,Male,2007,96.82883
Sweden,Male,2008,98.96737
Sweden,Male,2009,100.14228
Sweden,Male,2010,101.69725
Sweden,Male,2011,100.62391
Sweden,Male,2012,102.00091
Sweden,Male,2013,117.05366
Sweden,Male,2014,117.6599
Sweden,Male,2015,120.48721
Sweden,Male,2016,123.2888
Sweden,Male,2017,125.75098
Sweden,Male,2018,0
Syrian Arab Republic,Male,1970,0
Syrian Arab Republic,Male,1971,102.62687
Syrian Arab Republic,Male,1972,105.98369
Syrian Arab Republic,Male,1973,110.56544
Syrian Arab Republic,Male,1974,111.28827
Syrian Arab Republic,Male,1975,112.14063
Syrian Arab Republic,Male,1976,113.39213
Syrian Arab Republic,Male,1977,112.15634
Syrian Arab Republic,Male,1978,110.42466
Syrian Arab Republic,Male,1979,109.06058
Syrian Arab Republic,Male,1980,107.80701
Syrian Arab Republic,Male,1981,107.34093
Syrian Arab Republic,Male,1982,107.2547
Syrian Arab Republic,Male,1983,106.60989
Syrian Arab Republic,Male,1984,107.5968
Syrian Arab Republic,Male,1985,108.22095
Syrian Arab Republic,Male,1986,109.15315
Syrian Arab Republic,Male,1987,111.21201
Syrian Arab Republic,Male,1988,110.40311
Syrian Arab Republic,Male,1989,111.15203
Syrian Arab Republic,Male,1990,110.46349
Syrian Arab Republic,Male,1991,111.87321
Syrian Arab Republic,Male,1992,113.1645
Syrian Arab Republic,Male,1993,111.98202
Syrian Arab Republic,Male,1994,112.05891
Syrian Arab Republic,Male,1995,111.43239
Syrian Arab Republic,Male,1996,111.03472
Syrian Arab Republic,Male,1997,110.2041
Syrian Arab Republic,Male,1998,108.87602
Syrian Arab Republic,Male,1999,110.45673
Syrian Arab Republic,Male,2000,111.38281
Syrian Arab Republic,Male,2001,113.20884
Syrian Arab Republic,Male,2002,115.12185
Syrian Arab Republic,Male,2003,124.08109
Syrian Arab Republic,Male,2004,123.20741
Syrian Arab Republic,Male,2005,122.12797
Syrian Arab Republic,Male,2006,119.5004
Syrian Arab Republic,Male,2007,117.70672
Syrian Arab Republic,Male,2008,117.02352
Syrian Arab Republic,Male,2009,116.64243
Syrian Arab Republic,Male,2010,118.82916
Syrian Arab Republic,Male,2011,123.585
Syrian Arab Republic,Male,2012,130.7886
Syrian Arab Republic,Male,2013,83.06492
Syrian Arab Republic,Male,2014,0
Syrian Arab Republic,Male,2015,0
Syrian Arab Republic,Male,2016,0
Syrian Arab Republic,Male,2017,0
Syrian Arab Republic,Male,2018,0
United States,Male,1970,0
United States,Male,1971,0
United States,Male,1972,0
United States,Male,1973,0
United States,Male,1974,0
United States,Male,1975,0
United States,Male,1976,0
United States,Male,1977,0
United States,Male,1978,0
United States,Male,1979,0
United States,Male,1980,0
United States,Male,1981,0
United States,Male,1982,0
United States,Male,1983,0
United States,Male,1984,0
United States,Male,1985,0
United States,Male,1986,0
United States,Male,1987,0
United States,Male,1988,0
United States,Male,1989,0
United States,Male,1990,0
United States,Male,1991,0
United States,Male,1992,0
United States,Male,1993,0
United States,Male,1994,0
United States,Male,1995,0
United States,Male,1996,0
United States,Male,1997,0
United States,Male,1998,0
United States,Male,1999,0
United States,Male,2000,0
United States,Male,2001,0
United States,Male,2002,0
United States,Male,2003,0
United States,Male,2004,0
United States,Male,2005,102.41138
United States,Male,2006,0
United States,Male,2007,0
United States,Male,2008,0
United States,Male,2009,0
United States,Male,2010,100.82667
United States,Male,2011,99.1939
United States,Male,2012,99.90838
United States,Male,2013,99.85975
United States,Male,2014,99.83744
United States,Male,2015,100.31204
United States,Male,2016,101.44578
United States,Male,2017,102.20446
United States,Male,2018,0
United Arab Emirates,Female,1970,0
United Arab Emirates,Female,1971,64.38101
United Arab Emirates,Female,1972,68.2361
United Arab Emirates,Female,1973,73.73899
United Arab Emirates,Female,1974,75.59203
United Arab Emirates,Female,1975,76.91771
United Arab Emirates,Female,1976,89.29002
United Arab Emirates,Female,1977,96.04888
United Arab Emirates,Female,1978,96.09121
United Arab Emirates,Female,1979,93.27118
United Arab Emirates,Female,1980,90.45863
United Arab Emirates,Female,1981,86.47605
United Arab Emirates,Female,1982,90.49996
United Arab Emirates,Female,1983,90.99318
United Arab Emirates,Female,1984,91.63288
United Arab Emirates,Female,1985,91.21188
United Arab Emirates,Female,1986,92.79494
United Arab Emirates,Female,1987,93.73063
United Arab Emirates,Female,1988,96.25357
United Arab Emirates,Female,1989,100.63874
United Arab Emirates,Female,1990,104.63873
United Arab Emirates,Female,1991,105.6892
United Arab Emirates,Female,1992,101.25624
United Arab Emirates,Female,1993,99.33257
United Arab Emirates,Female,1994,99.45523
United Arab Emirates,Female,1995,99.97455
United Arab Emirates,Female,1996,97.39786
United Arab Emirates,Female,1997,92.99405
United Arab Emirates,Female,1998,89.90126
United Arab Emirates,Female,1999,0
United Arab Emirates,Female,2000,0
United Arab Emirates,Female,2001,0
United Arab Emirates,Female,2002,0
United Arab Emirates,Female,2003,0
United Arab Emirates,Female,2004,0
United Arab Emirates,Female,2005,0
United Arab Emirates,Female,2006,0
United Arab Emirates,Female,2007,102.08926
United Arab Emirates,Female,2008,0
United Arab Emirates,Female,2009,0
United Arab Emirates,Female,2010,0
United Arab Emirates,Female,2011,0
United Arab Emirates,Female,2012,100.89756
United Arab Emirates,Female,2013,100.07414
United Arab Emirates,Female,2014,104.061
United Arab Emirates,Female,2015,111.64165
United Arab Emirates,Female,2016,106.67191
United Arab Emirates,Female,2017,107.34338
United Arab Emirates,Female,2018,0
Belgium,Female,1970,0
Belgium,Female,1971,107.80264
Belgium,Female,1972,106.6124
Belgium,Female,1973,101.80352
Belgium,Female,1974,103.53171
Belgium,Female,1975,103.67131
Belgium,Female,1976,104.50322
Belgium,Female,1977,104.62349
Belgium,Female,1978,104.45675
Belgium,Female,1979,104.04608
Belgium,Female,1980,103.79934
Belgium,Female,1981,103.29004
Belgium,Female,1982,102.72443
Belgium,Female,1983,100.00812
Belgium,Female,1984,99.36458
Belgium,Female,1985,98.81594
Belgium,Female,1986,99.31518
Belgium,Female,1987,100.73713
Belgium,Female,1988,102.07917
Belgium,Female,1989,102.48807
Belgium,Female,1990,101.99549
Belgium,Female,1991,101.49108
Belgium,Female,1992,99.94535
Belgium,Female,1993,102.30022
Belgium,Female,1994,101.54458
Belgium,Female,1995,101.47028
Belgium,Female,1996,101.72046
Belgium,Female,1997,0
Belgium,Female,1998,0
Belgium,Female,1999,103.40448
Belgium,Female,2000,104.53788
Belgium,Female,2001,103.74379
Belgium,Female,2002,102.80492
Belgium,Female,2003,101.90845
Belgium,Female,2004,100.6175
Belgium,Female,2005,100.23297
Belgium,Female,2006,100.43634
Belgium,Female,2007,101.37481
Belgium,Female,2008,102.03599
Belgium,Female,2009,101.95695
Belgium,Female,2010,101.80219
Belgium,Female,2011,101.84109
Belgium,Female,2012,102.03899
Belgium,Female,2013,103.89094
Belgium,Female,2014,103.63292
Belgium,Female,2015,103.06613
Belgium,Female,2016,103.25745
Belgium,Female,2017,103.9583
Belgium,Female,2018,0
Bangladesh,Female,1970,36.77577
Bangladesh,Female,1971,33.82008
Bangladesh,Female,1972,45.60529
Bangladesh,Female,1973,54.23527
Bangladesh,Female,1974,50.67871
Bangladesh,Female,1975,55.55429
Bangladesh,Female,1976,56.94861
Bangladesh,Female,1977,56.91495
Bangladesh,Female,1978,55.66431
Bangladesh,Female,1979,54.69713
Bangladesh,Female,1980,53.76432
Bangladesh,Female,1981,57.52066
Bangladesh,Female,1982,59.16526
Bangladesh,Female,1983,54.85811
Bangladesh,Female,1984,58.78841
Bangladesh,Female,1985,56.97407
Bangladesh,Female,1986,56.60137
Bangladesh,Female,1987,55.75403
Bangladesh,Female,1988,71.63406
Bangladesh,Female,1989,71.91479
Bangladesh,Female,1990,76.59801
Bangladesh,Female,1991,0
Bangladesh,Female,1992,0
Bangladesh,Female,1993,0
Bangladesh,Female,1994,0
Bangladesh,Female,1995,0
Bangladesh,Female,1996,0
Bangladesh,Female,1997,0
Bangladesh,Female,1998,0
Bangladesh,Female,1999,0
Bangladesh,Female,2000,0
Bangladesh,Female,2001,0
Bangladesh,Female,2002,0
Bangladesh,Female,2003,0
Bangladesh,Female,2004,0
Bangladesh,Female,2005,103.95454
Bangladesh,Female,2006,105.25839
Bangladesh,Female,2007,105.24104
Bangladesh,Female,2008,102.59263
Bangladesh,Female,2009,105.38209
Bangladesh,Female,2010,109.25345
Bangladesh,Female,2011,0
Bangladesh,Female,2012,0
Bangladesh,Female,2013,0
Bangladesh,Female,2014,0
Bangladesh,Female,2015,0
Bangladesh,Female,2016,0
Bangladesh,Female,2017,119.05796
Bangladesh,Female,2018,120.75175
Bolivia,Female,1970,73.63778
Bolivia,Female,1971,77.48537
Bolivia,Female,1972,0
Bolivia,Female,1973,82.76979
Bolivia,Female,1974,85.68758
Bolivia,Female,1975,90.91034
Bolivia,Female,1976,93.46434
Bolivia,Female,1977,91.38094
Bolivia,Female,1978,92.99418
Bolivia,Female,1979,94.5608
Bolivia,Female,1980,95.58928
Bolivia,Female,1981,95.45904
Bolivia,Female,1982,0
Bolivia,Female,1983,98.93133
Bolivia,Female,1984,105.78433
Bolivia,Female,1985,0
Bolivia,Female,1986,103.58541
Bolivia,Female,1987,109.71624
Bolivia,Female,1988,0
Bolivia,Female,1989,99.78017
Bolivia,Female,1990,102.52477
Bolivia,Female,1991,104.43667
Bolivia,Female,1992,104.81612
Bolivia,Female,1993,106.53688
Bolivia,Female,1994,108.73207
Bolivia,Female,1995,111.2442
Bolivia,Female,1996,112.48854
Bolivia,Female,1997,113.79012
Bolivia,Female,1998,115.13866
Bolivia,Female,1999,117.41966
Bolivia,Female,2000,117.36041
Bolivia,Female,2001,116.53197
Bolivia,Female,2002,117.23113
Bolivia,Female,2003,115.87395
Bolivia,Female,2004,115.42229
Bolivia,Female,2005,114.88491
Bolivia,Female,2006,113.34209
Bolivia,Female,2007,112.37399
Bolivia,Female,2008,110.73989
Bolivia,Female,2009,106.611
Bolivia,Female,2010,104.21731
Bolivia,Female,2011,100.28627
Bolivia,Female,2012,97.59756
Bolivia,Female,2013,95.94832
Bolivia,Female,2014,94.75959
Bolivia,Female,2015,94.9035
Bolivia,Female,2016,95.74906
Bolivia,Female,2017,96.87381
Bolivia,Female,2018,97.64904
Brazil,Female,1970,0
Brazil,Female,1971,0
Brazil,Female,1972,0
Brazil,Female,1973,0
Brazil,Female,1974,0
Brazil,Female,1975,0
Brazil,Female,1976,0
Brazil,Female,1977,0
Brazil,Female,1978,0
Brazil,Female,1979,0
Brazil,Female,1980,0
Brazil,Female,1981,0
Brazil,Female,1982,0
Brazil,Female,1983,0
Brazil,Female,1984,0
Brazil,Female,1985,0
Brazil,Female,1986,0
Brazil,Female,1987,0
Brazil,Female,1988,0
Brazil,Female,1989,0
Brazil,Female,1990,0
Brazil,Female,1991,0
Brazil,Female,1992,0
Brazil,Female,1993,0
Brazil,Female,1994,0
Brazil,Female,1995,0
Brazil,Female,1996,0
Brazil,Female,1997,0
Brazil,Female,1998,0
Brazil,Female,1999,163.02089
Brazil,Female,2000,0
Brazil,Female,2001,145.88491
Brazil,Female,2002,141.54553
Brazil,Female,2003,136.47261
Brazil,Female,2004,130.36466
Brazil,Female,2005,129.16456
Brazil,Female,2006,0
Brazil,Female,2007,124.87829
Brazil,Female,2008,127.31312
Brazil,Female,2009,128.18803
Brazil,Female,2010,0
Brazil,Female,2011,127.55449
Brazil,Female,2012,131.12866
Brazil,Female,2013,111.47087
Brazil,Female,2014,111.69786
Brazil,Female,2015,110.39203
Brazil,Female,2016,112.44399
Brazil,Female,2017,113.40708
Brazil,Female,2018,0
Switzerland,Female,1970,0
Switzerland,Female,1971,0
Switzerland,Female,1972,0
Switzerland,Female,1973,94.4015
Switzerland,Female,1974,93.68452
Switzerland,Female,1975,93.18697
Switzerland,Female,1976,92.5116
Switzerland,Female,1977,83.84048
Switzerland,Female,1978,84.68825
Switzerland,Female,1979,83.61332
Switzerland,Female,1980,82.99566
Switzerland,Female,1981,82.92342
Switzerland,Female,1982,82.82508
Switzerland,Female,1983,82.4299
Switzerland,Female,1984,82.09162
Switzerland,Female,1985,81.82275
Switzerland,Female,1986,82.10592
Switzerland,Female,1987,83.40747
Switzerland,Female,1988,85.22351
Switzerland,Female,1989,87.67335
Switzerland,Female,1990,90.13831
Switzerland,Female,1991,91.45242
Switzerland,Female,1992,91.93563
Switzerland,Female,1993,95.3273
Switzerland,Female,1994,94.44411
Switzerland,Female,1995,95.9262
Switzerland,Female,1996,98.03136
Switzerland,Female,1997,0
Switzerland,Female,1998,105.19219
Switzerland,Female,1999,105.5985
Switzerland,Female,2000,106.59656
Switzerland,Female,2001,105.68524
Switzerland,Female,2002,104.7198
Switzerland,Female,2003,104.12201
Switzerland,Female,2004,103.19076
Switzerland,Female,2005,102.1477
Switzerland,Female,2006,101.76763
Switzerland,Female,2007,101.87495
Switzerland,Female,2008,102.27318
Switzerland,Female,2009,102.58719
Switzerland,Female,2010,102.60698
Switzerland,Female,2011,102.85256
Switzerland,Female,2012,103.02621
Switzerland,Female,2013,103.50073
Switzerland,Female,2014,103.52739
Switzerland,Female,2015,104.03302
Switzerland,Female,2016,104.25858
Switzerland,Female,2017,104.82491
Switzerland,Female,2018,0
China,Female,1970,0
China,Female,1971,0
China,Female,1972,0
China,Female,1973,0
China,Female,1974,99.70216
China,Female,1975,108.96678
China,Female,1976,112.53715
China,Female,1977,108.30091
China,Female,1978,102.53646
China,Female,1979,100.32783
China,Female,1980,100.7516
China,Female,1981,101.62637
China,Female,1982,100.12945
China,Female,1983,99.63011
China,Female,1984,100.62605
China,Female,1985,105.4429
China,Female,1986,112.17604
China,Female,1987,117.41046
China,Female,1988,119.79486
China,Female,1989,120.76775
China,Female,1990,120.63996
China,Female,1991,118.44505
China,Female,1992,116.66322
China,Female,1993,113.76862
China,Female,1994,111.05683
China,Female,1995,108.62555
China,Female,1996,105.64649
China,Female,1997,103.67685
China,Female,1998,104.37068
China,Female,1999,0
China,Female,2000,0
China,Female,2001,111.83423
China,Female,2002,0
China,Female,2003,0
China,Female,2004,0
China,Female,2005,0
China,Female,2006,100.56225
China,Female,2007,100.07257
China,Female,2008,99.90914
China,Female,2009,99.12141
China,Female,2010,98.04289
China,Female,2011,98.24032
China,Female,2012,99.19531
China,Female,2013,99.43689
China,Female,2014,95.83343
China,Female,2015,96.44554
China,Female,2016,98.22966
China,Female,2017,99.90993
China,Female,2018,100.83158
Colombia,Female,1970,103.72905
Colombia,Female,1971,106.36779
Colombia,Female,1972,107.04693
Colombia,Female,1973,110.0004
Colombia,Female,1974,110.79488
Colombia,Female,1975,113.65654
Colombia,Female,1976,117.33515
Colombia,Female,1977,120.61439
Colombia,Female,1978,124.50472
Colombia,Female,1979,127.29337
Colombia,Female,1980,122.33459
Colombia,Female,1981,123.68968
Colombia,Female,1982,113.86987
Colombia,Female,1983,113.47207
Colombia,Female,1984,111.21487
Colombia,Female,1985,110.57432
Colombia,Female,1986,107.54752
Colombia,Female,1987,107.94645
Colombia,Female,1988,107.85393
Colombia,Female,1989,108.07661
Colombia,Female,1990,114.98017
Colombia,Female,1991,108.95897
Colombia,Female,1992,115.4504
Colombia,Female,1993,114.57967
Colombia,Female,1994,113.40709
Colombia,Female,1995,113.67733
Colombia,Female,1996,118.43025
Colombia,Female,1997,0
Colombia,Female,1998,119.29999
Colombia,Female,1999,119.77936
Colombia,Female,2000,119.30828
Colombia,Female,2001,115.77276
Colombia,Female,2002,116.66644
Colombia,Female,2003,0
Colombia,Female,2004,118.89933
Colombia,Female,2005,120.40718
Colombia,Female,2006,121.60144
Colombia,Female,2007,122.7143
Colombia,Female,2008,123.37565
Colombia,Female,2009,124.39658
Colombia,Female,2010,119.29285
Colombia,Female,2011,115.65773
Colombia,Female,2012,113.04351
Colombia,Female,2013,114.74792
Colombia,Female,2014,112.65401
Colombia,Female,2015,113.40598
Colombia,Female,2016,114.59583
Colombia,Female,2017,113.11086
Colombia,Female,2018,112.75912
Germany,Female,1970,0
Germany,Female,1971,0
Germany,Female,1972,0
Germany,Female,1973,0
Germany,Female,1974,0
Germany,Female,1975,0
Germany,Female,1976,0
Germany,Female,1977,0
Germany,Female,1978,0
Germany,Female,1979,0
Germany,Female,1980,0
Germany,Female,1981,0
Germany,Female,1982,0
Germany,Female,1983,0
Germany,Female,1984,0
Germany,Female,1985,0
Germany,Female,1986,0
Germany,Female,1987,0
Germany,Female,1988,0
Germany,Female,1989,0
Germany,Female,1990,0
Germany,Female,1991,0
Germany,Female,1992,99.63171
Germany,Female,1993,100.42939
Germany,Female,1994,99.99972
Germany,Female,1995,100.92838
Germany,Female,1996,102.02764
Germany,Female,1997,103.45297
Germany,Female,1998,104.7981
Germany,Female,1999,104.64007
Germany,Female,2000,104.75588
Germany,Female,2001,103.84735
Germany,Female,2002,102.04504
Germany,Female,2003,101.71246
Germany,Female,2004,102.54263
Germany,Female,2005,102.89497
Germany,Female,2006,103.97075
Germany,Female,2007,104.50063
Germany,Female,2008,103.64774
Germany,Female,2009,103.06751
Germany,Female,2010,102.69517
Germany,Female,2011,102.11483
Germany,Female,2012,101.47709
Germany,Female,2013,100.55736
Germany,Female,2014,100.35925
Germany,Female,2015,101.60096
Germany,Female,2016,102.6915
Germany,Female,2017,104.1598
Germany,Female,2018,0
Denmark,Female,1970,0
Denmark,Female,1971,96.86668
Denmark,Female,1972,97.35013
Denmark,Female,1973,99.72711
Denmark,Female,1974,102.48316
Denmark,Female,1975,104.35513
Denmark,Female,1976,103.77289
Denmark,Female,1977,102.24428
Denmark,Female,1978,100.71764
Denmark,Female,1979,99.00331
Denmark,Female,1980,97.51301
Denmark,Female,1981,95.59286
Denmark,Female,1982,96.40157
Denmark,Female,1983,98.15753
Denmark,Female,1984,98.92843
Denmark,Female,1985,99.02563
Denmark,Female,1986,98.62751
Denmark,Female,1987,98.9879
Denmark,Female,1988,99.15072
Denmark,Female,1989,97.94835
Denmark,Female,1990,97.84123
Denmark,Female,1991,98.31617
Denmark,Female,1992,97.33748
Denmark,Female,1993,98.43646
Denmark,Female,1994,100.2129
Denmark,Female,1995,100.57589
Denmark,Female,1996,100.44908
Denmark,Female,1997,0
Denmark,Female,1998,101.74723
Denmark,Female,1999,101.5151
Denmark,Female,2000,101.57652
Denmark,Female,2001,101.5231
Denmark,Female,2002,103.46623
Denmark,Female,2003,0
Denmark,Female,2004,100.66441
Denmark,Female,2005,98.67506
Denmark,Female,2006,99.32654
Denmark,Female,2007,100.05085
Denmark,Female,2008,99.90137
Denmark,Female,2009,99.75237
Denmark,Female,2010,99.68572
Denmark,Female,2011,100.47503
Denmark,Female,2012,100.89399
Denmark,Female,2013,101.00692
Denmark,Female,2014,100.70018
Denmark,Female,2015,100.76162
Denmark,Female,2016,101.19146
Denmark,Female,2017,100.93354
Denmark,Female,2018,0
United Kingdom,Female,1970,0
United Kingdom,Female,1971,103.98787
United Kingdom,Female,1972,103.23125
United Kingdom,Female,1973,102.50712
United Kingdom,Female,1974,102.65958
United Kingdom,Female,1975,102.98632
United Kingdom,Female,1976,103.579
United Kingdom,Female,1977,104.01168
United Kingdom,Female,1978,104.14881
United Kingdom,Female,1979,104.3545
United Kingdom,Female,1980,104.55131
United Kingdom,Female,1981,104.17443
United Kingdom,Female,1982,103.25505
United Kingdom,Female,1983,101.98005
United Kingdom,Female,1984,102.45317
United Kingdom,Female,1985,102.94766
United Kingdom,Female,1986,105.30309
United Kingdom,Female,1987,106.96206
United Kingdom,Female,1988,107.91256
United Kingdom,Female,1989,107.6584
United Kingdom,Female,1990,107.06716
United Kingdom,Female,1991,105.84386
United Kingdom,Female,1992,104.25321
United Kingdom,Female,1993,0
United Kingdom,Female,1994,0
United Kingdom,Female,1995,0
United Kingdom,Female,1996,0
United Kingdom,Female,1997,0
United Kingdom,Female,1998,100.74056
United Kingdom,Female,1999,100.70593
United Kingdom,Female,2000,100.3973
United Kingdom,Female,2001,100.29372
United Kingdom,Female,2002,99.89481
United Kingdom,Female,2003,100.08469
United Kingdom,Female,2004,105.97256
United Kingdom,Female,2005,106.33244
United Kingdom,Female,2006,105.32282
United Kingdom,Female,2007,103.45207
United Kingdom,Female,2008,104.8792
United Kingdom,Female,2009,104.10147
United Kingdom,Female,2010,104.26413
United Kingdom,Female,2011,104.35634
United Kingdom,Female,2012,106.22143
United Kingdom,Female,2013,106.98184
United Kingdom,Female,2014,102.15237
United Kingdom,Female,2015,101.85664
United Kingdom,Female,2016,101.24605
United Kingdom,Female,2017,101.00604
United Kingdom,Female,2018,0
Ghana,Female,1970,0
Ghana,Female,1971,58.39319
Ghana,Female,1972,56.34238
Ghana,Female,1973,56.94486
Ghana,Female,1974,55.97523
Ghana,Female,1975,55.45806
Ghana,Female,1976,59.3373
Ghana,Female,1977,60.64786
Ghana,Female,1978,60.64319
Ghana,Female,1979,62.15402
Ghana,Female,1980,63.65961
Ghana,Female,1981,66.12368
Ghana,Female,1982,67.46868
Ghana,Female,1983,66.10327
Ghana,Female,1984,63.73288
Ghana,Female,1985,64.55805
Ghana,Female,1986,0
Ghana,Female,1987,62.01441
Ghana,Female,1988,62.93836
Ghana,Female,1989,66.58905
Ghana,Female,1990,65.20753
Ghana,Female,1991,73.17808
Ghana,Female,1992,74.34937
Ghana,Female,1993,73.96165
Ghana,Female,1994,75.29112
Ghana,Female,1995,74.14715
Ghana,Female,1996,0
Ghana,Female,1997,0
Ghana,Female,1998,0
Ghana,Female,1999,75.14826
Ghana,Female,2000,79.86348
Ghana,Female,2001,75.50875
Ghana,Female,2002,78.51442
Ghana,Female,2003,75.42454
Ghana,Female,2004,78.24144
Ghana,Female,2005,84.72448
Ghana,Female,2006,89.79421
Ghana,Female,2007,94.73205
Ghana,Female,2008,100.17072
Ghana,Female,2009,99.45972
Ghana,Female,2010,0
Ghana,Female,2011,102.477
Ghana,Female,2012,106.58333
Ghana,Female,2013,106.06135
Ghana,Female,2014,104.55587
Ghana,Female,2015,108.31824
Ghana,Female,2016,107.39577
Ghana,Female,2017,106.05085
Ghana,Female,2018,104.20701
Greece,Female,1970,0
Greece,Female,1971,100.33852
Greece,Female,1972,101.33025
Greece,Female,1973,102.3011
Greece,Female,1974,103.63168
Greece,Female,1975,103.53064
Greece,Female,1976,103.4058
Greece,Female,1977,102.67635
Greece,Female,1978,101.62741
Greece,Female,1979,100.1692
Greece,Female,1980,98.11082
Greece,Female,1981,99.70501
Greece,Female,1982,99.54482
Greece,Female,1983,100.09596
Greece,Female,1984,99.9034
Greece,Female,1985,99.41033
Greece,Female,1986,98.29816
Greece,Female,1987,95.28897
Greece,Female,1988,95.96877
Greece,Female,1989,95.24849
Greece,Female,1990,94.51779
Greece,Female,1991,94.17324
Greece,Female,1992,92.61222
Greece,Female,1993,90.65347
Greece,Female,1994,90.39567
Greece,Female,1995,93.36246
Greece,Female,1996,92.40175
Greece,Female,1997,92.90816
Greece,Female,1998,95.30089
Greece,Female,1999,96.80405
Greece,Female,2000,97.59918
Greece,Female,2001,96.28266
Greece,Female,2002,96.8856
Greece,Female,2003,97.26032
Greece,Female,2004,97.46844
Greece,Female,2005,96.75714
Greece,Female,2006,96.53981
Greece,Female,2007,95.84466
Greece,Female,2008,0
Greece,Female,2009,0
Greece,Female,2010,97.35484
Greece,Female,2011,97.26552
Greece,Female,2012,98.16421
Greece,Female,2013,98.04188
Greece,Female,2014,97.27929
Greece,Female,2015,99.06667
Greece,Female,2016,99.06119
Greece,Female,2017,99.56859
Greece,Female,2018,0
India,Female,1970,0
India,Female,1971,60.93055
India,Female,1972,61.65603
India,Female,1973,64.6029
India,Female,1974,64.18544
India,Female,1975,64.99838
India,Female,1976,65.1925
India,Female,1977,67.39325
India,Female,1978,63.71403
India,Female,1979,64.30547
India,Female,1980,65.61253
India,Female,1981,67.28797
India,Female,1982,67.80452
India,Female,1983,69.8634
India,Female,1984,71.38266
India,Female,1985,72.23265
India,Female,1986,75.38278
India,Female,1987,74.42185
India,Female,1988,75.91306
India,Female,1989,77.50959
India,Female,1990,77.74122
India,Female,1991,78.98611
India,Female,1992,79.93688
India,Female,1993,83.30173
India,Female,1994,84.86303
India,Female,1995,84.71991
India,Female,1996,85.19561
India,Female,1997,85.34358
India,Female,1998,84.15724
India,Female,1999,84.89983
India,Female,2000,86.76234
India,Female,2001,87.15018
India,Female,2002,88.68851
India,Female,2003,101.92667
India,Female,2004,0
India,Female,2005,0
India,Female,2006,0
India,Female,2007,109.61158
India,Female,2008,111.85216
India,Female,2009,111.28928
India,Female,2010,110.69512
India,Female,2011,110.31036
India,Female,2012,111.97443
India,Female,2013,117.12038
India,Female,2014,114.01876
India,Female,2015,114.78057
India,Female,2016,123.55514
India,Female,2017,121.12737
India,Female,2018,0
"Iran, Islamic Rep.",Female,1970,0
"Iran, Islamic Rep.",Female,1971,52.25176
"Iran, Islamic Rep.",Female,1972,57.26316
"Iran, Islamic Rep.",Female,1973,59.8996
"Iran, Islamic Rep.",Female,1974,61.84351
"Iran, Islamic Rep.",Female,1975,70.33812
"Iran, Islamic Rep.",Female,1976,77.05317
"Iran, Islamic Rep.",Female,1977,81.56487
"Iran, Islamic Rep.",Female,1978,84.92675
"Iran, Islamic Rep.",Female,1979,0
"Iran, Islamic Rep.",Female,1980,0
"Iran, Islamic Rep.",Female,1981,0
"Iran, Islamic Rep.",Female,1982,81.02092
"Iran, Islamic Rep.",Female,1983,83.57288
"Iran, Islamic Rep.",Female,1984,87.67874
"Iran, Islamic Rep.",Female,1985,89.33222
"Iran, Islamic Rep.",Female,1986,91.53568
"Iran, Islamic Rep.",Female,1987,92.30362
"Iran, Islamic Rep.",Female,1988,94.24872
"Iran, Islamic Rep.",Female,1989,95.74282
"Iran, Islamic Rep.",Female,1990,98.04155
"Iran, Islamic Rep.",Female,1991,100.99567
"Iran, Islamic Rep.",Female,1992,103.02416
"Iran, Islamic Rep.",Female,1993,102.96591
"Iran, Islamic Rep.",Female,1994,101.39261
"Iran, Islamic Rep.",Female,1995,99.93731
