"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2159996032715","56.2200012207031","55.7779998779297","56.9550018310547","58.2900009155273","58.257999420166","58.0209999084473","58.3650016784668","58.6730003356934","59.3919982910156","59.273998260498","59.568000793457","60.0209999084473","60.2159996032715","61.3079986572266","61.810001373291","62.5120010375977","62.8839988708496","61.9410018920898","62.1839981079102","62.2939987182617","61.9189987182617","61.4090003967285","60.9150009155273","61.2060012817383","61.2799987792969","61.5870018005371","62.1749992370605","62.0670013427734",
"Austria","AUT","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2490005493164","54.8440017700195","54.7080001831055","56.4669990539551","56.4850006103516","55.4410018920898","55.1990013122559","55.2540016174316","55.8730010986328","55.7719993591309","55.6300010681152","55.9830017089844","55.9459991455078","53.4970016479492","54.8349990844727","55.4280014038086","56.4980010986328","57.1920013427734","56.7980003356934","57.068000793457","57.2809982299805","57.3610000610352","57.2089996337891","56.7779998779297","56.6609992980957","56.8660011291504","57.1940002441406","57.7859992980957","57.8479995727539",
"Azerbaijan","AZE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.1469993591309","60.4039993286133","59.6430015563965","59.3269996643066","59.2669982910156","58.7120018005371","57.935001373291","57.0960006713867","56.3409996032715","55.681999206543","56.1269989013672","56.5919990539551","56.9910011291504","57.7519989013672","58.226001739502","58.7220001220703","58.9059982299805","59.4049987792969","59.8349990844727","60.1679992675781","60.5229988098145","60.9360008239746","61.3359985351563","61.8559989929199","62.265998840332","62.9490013122559","63.2620010375977","63.5639991760254","62.8380012512207",
"Burundi","BDI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5289993286133","87.9660034179688","87.2979965209961","86.6110000610352","85.8629989624023","85.125","84.3339996337891","83.4629974365234","82.7269973754883","81.9929962158203","81.3209991455078","80.6289978027344","79.9980010986328","79.4469985961914","78.9649963378906","78.5820007324219","78.25","77.9410018920898","77.572998046875","77.3710021972656","77.2399978637695","77.1500015258789","77.0739974975586","77.0039978027344","77.3740005493164","77.6660003662109","77.890998840332","78.0329971313477","78.0240020751953",
"Belgium","BEL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.693000793457","46.0789985656738","45.5019989013672","45.2849998474121","45.6920013427734","45.5499992370605","45.8969993591309","45.9620018005371","47.3610000610352","48.7620010375977","47.5880012512207","47.4210014343262","47.132999420166","47.9500007629395","48.6829986572266","48.632999420166","49.5779991149902","49.8610000610352","49.1619987487793","49.4930000305176","49.2830009460449","49.1310005187988","48.9860000610352","48.9860000610352","48.9119987487793","49.0639991760254","49.5950012207031","50.5060005187988","50.5690002441406",
"Benin","BEN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3880004882813","71.3889999389648","71.5120010375977","71.6380004882813","71.7389984130859","71.7819976806641","71.7969970703125","71.7730026245117","71.7030029296875","71.6159973144531","71.4909973144531","71.3239974975586","71.3519973754883","71.3379974365234","71.2819976806641","71.1839981079102","71.0410003662109","70.8499984741211","70.5640029907227","70.3059997558594","68.9889984130859","68.9670028686523","68.9179992675781","68.927001953125","68.963996887207","69.0059967041016","69.0550003051758","69.0879974365234","69.2850036621094",
"Burkina Faso","BFA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.0930023193359","80.5589981079102","79.9759979248047","79.4160003662109","78.8629989624023","78.2829971313477","77.7060012817383","77.1070022583008","76.3970031738281","75.713996887207","75.004997253418","74.2620010375977","73.5210037231445","72.3730010986328","71.1849975585938","70.7220001220703","70.2969970703125","69.3690032958984","68.1709976196289","67.0589981079102","65.947998046875","64.7809982299805","63.560001373291","62.3639984130859","62.3979988098145","62.4249992370605","62.476001739502","62.5099983215332","62.2680015563965",
"Bangladesh","BGD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.4799995422363","56.4290008544922","56.3860015869141","56.3899993896484","56.4189987182617","56.3390007019043","56.2179985046387","56.1069984436035","55.9739990234375","55.8540000915527","55.6220016479492","55.3629989624023","55.1180000305176","55.0849990844727","55.0499992370605","55.2770004272461","54.9990005493164","54.6769981384277","54.1609992980957","54.9939994812012","54.7400016784668","54.4830017089844","54.2229995727539","54.1969985961914","54.1650009155273","54.1339988708496","56.2859992980957","56.4480018615723","56.5209999084473",
"Bulgaria","BGR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.125","49.984001159668","49.0730018615723","48.2299995422363","47.3880004882813","46.5579986572266","45.7519989013672","45.6910018920898","43.8089981079102","41.7879981994629","41.3559989929199","41.8969993591309","43.3699989318848","44.9230003356934","45.2960014343262","47.6370010375977","50.0900001525879","52.0320014953613","50.6220016479492","47.9140014648438","46.6150016784668","46.5589981079102","46.8899993896484","47.9630012512207","49.2239990234375","49.4020004272461","52.0369987487793","52.5719985961914","52.9640007019043",
"Bahrain","BHR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8380012512207","63.9529991149902","63.9049987792969","64.3150024414063","64.6050033569336","64.3639984130859","64.2509994506836","64.2220001220703","64.2109985351563","64.8239974975586","64.8840026855469","65.3349990844727","65.943000793457","66.7610015869141","67.9290008544922","68.4759979248047","69.2770004272461","70.1279983520508","70.6569976806641","71.4039993286133","70.5009994506836","70.6210021972656","70.5479965209961","70.7170028686523","70.8320007324219","71.3889999389648","72.0849990844727","72.6719970703125","72.8379974365234",
"Bahamas, The","BHS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.9780006408691","62.7369995117188","64.9380035400391","64.6660003662109","66.9779968261719","66.4729995727539","67.6289978027344","69.0979995727539","69.1790008544922","69.4530029296875","69.6370010375977","68.1050033569336","66.7129974365234","67.1019973754883","67.0350036621094","69.1340026855469","68.9499969482422","68.6650009155273","63.9879989624023","63.5130004882813","63.7039985656738","64.1389999389648","62.5719985961914","64.3970031738281","65.7799987792969","65.2070007324219","67.3460006713867","67.1589965820313","66.8349990844727",
"Bosnia and Herzegovina","BIH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.601001739502","38.0029983520508","37.3199996948242","36.6689987182617","36.0069999694824","35.4599990844727","34.9459991455078","34.4259986877441","33.8569984436035","33.351001739502","32.8079986572266","32.2099990844727","31.6669998168945","31.2059993743896","30.6340007781982","30.2360000610352","31.6359996795654","34.7190017700195","34.3930015563965","33.3919982910156","33.0880012512207","33.226001739502","33.8170013427734","34.0690002441406","33.9300003051758","34.8819999694824","36.9850006103516","38.0099983215332","37.8470001220703",
"Belarus","BLR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2239990234375","57.5110015869141","54.1500015258789","51.5379981994629","48.6380004882813","44.5880012512207","48.7719993591309","50.5400009155273","51.2509994506836","52.0019989013672","52.7120018005371","53.3790016174316","54.1030006408691","54.8880004882813","55.7210006713867","56.5200004577637","57.3499984741211","58.1520004272461","58.7789993286133","59.1629981994629","59.5","59.7980003356934","60.0499992370605","60.2890014648438","60.4609985351563","60.617000579834","60.7869987487793","61.4550018310547","61.1839981079102",
"Belize","BLZ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9630012512207","53.0400009155273","52.9609985351563","52.0559997558594","51.4150009155273","50.8730010986328","51.931999206543","51.375","52.7229995727539","54.443000793457","56.0330009460449","55.9519996643066","56.2680015563965","56.609001159668","56.9360008239746","57.8370018005371","58.2960014343262","58.3870010375977","58.0810012817383","57.9389991760254","57.9580001831055","57.984001159668","58.0209999084473","58.556999206543","59.1629981994629","60.476001739502","60.5610008239746","60.7369995117188","60.8839988708496",
"Bermuda","BMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7490005493164","67.6699981689453","67.7809982299805","67.9860000610352","68.2170028686523","68.3889999389648","68.6340026855469","68.7259979248047","68.7200012207031","68.745002746582","69.1370010375977","69.4820022583008","69.8450012207031","70.2289962768555","70.6070022583008","71.0230026245117","69.9869995117188","70.3079986572266","70.0479965209961","70.1729965209961","70.2460021972656","67.515998840332","67.640998840332","69.8440017700195","64.9879989624023","65.322998046875","66.5390014648438","69.4250030517578","69.3010025024414",
"Brazil","BRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.117000579834","58.492000579834","59.1370010375977","59.4080009460449","59.6780014038086","57.8819999694824","57.931999206543","57.3190002441406","57.3429985046387","57.7529983520508","58.1479988098145","58.935001373291","58.548999786377","59.7519989013672","60.0149993896484","60.2649993896484","60.1839981079102","60.8190002441406","60.2400016784668","59.7190017700195","59.1870002746582","59.6669998168945","59.6949996948242","59.640998840332","58.6520004272461","56.3880004882813","55.8419990539551","56.1500015258789","56.1650009155273",
"Barbados","BRB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2680015563965","52.5769996643066","51.9449996948242","53.3839988708496","56.2220001220703","58.9889984130859","58.9770011901855","60.3120002746582","61.3230018615723","61.9490013122559","61.6189994812012","61.3219985961914","60.8870010375977","62.4080009460449","62.6300010681152","62.6860008239746","63.3680000305176","62.6189994812012","61.0320014953613","60.1640014648438","59.7360000610352","58.5139999389648","59.1730003356934","56.9459991455078","57.9290008544922","59.6259994506836","59.3959999084473","59.4010009765625","58.4879989624023",
"Brunei Darussalam","BRN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.132999420166","62.1430015563965","62.1220016479492","62.2869987487793","62.5750007629395","62.7470016479492","63.0069999694824","63.2779998779297","63.6160011291504","64.1529998779297","63.8610000610352","63.4010009765625","63.1629981994629","63.189998626709","63.3089981079102","63.2060012817383","63.1269989013672","62.9860000610352","62.1230010986328","61.9490013122559","61.9780006408691","61.7630004882813","61.4900016784668","61.443000793457","60.6549987792969","59.9529991149902","59.3619995117188","59.1860008239746","58.7809982299805",
"Bhutan","BTN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.3050003051758","68.8600006103516","68.3880004882813","67.9219970703125","67.4489974975586","67.4069976806641","67.4489974975586","67.556999206543","67.7279968261719","67.7939987182617","67.8919982910156","68.254997253418","68.6640014648438","68.5319976806641","68.4209976196289","68.3489990234375","67.8929977416992","67.8690032958984","67.6230010986328","66.0189971923828","64.2020034790039","62.4710006713867","62.4249992370605","60.9570007324219","64.302001953125","64.5019989013672","64.7099990844727","64.8949966430664","65.1520004272461",
"Botswana","BWA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1069984436035","50.7109985351563","49.1660003662109","47.5719985961914","47.382999420166","47.2150001525879","47.3419990539551","47.5320014953613","48.3880004882813","49.1290016174316","48.2200012207031","47.3339996337891","46.3720016479492","48.2560005187988","50.1139984130859","52.0279998779297","52.4550018310547","52.7770004272461","52.7760009765625","49.3450012207031","52.7719993591309","55.6609992980957","58.1199989318848","58.2070007324219","58.3110008239746","58.3359985351563","58.3950004577637","58.4049987792969","57.935001373291",
"Central African Republic","CAF","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9660034179688","69.9850006103516","69.9130020141602","69.8519973754883","69.7679977416992","69.7750015258789","69.7109985351563","69.6380004882813","69.5319976806641","69.5230026245117","69.5390014648438","69.4940032958984","69.5400009155273","69.5350036621094","69.5859985351563","69.7750015258789","69.9339981079102","70.0279998779297","69.822998046875","69.7220001220703","69.8450012207031","69.8690032958984","70.177001953125","70.1190032958984","69.9599990844727","69.7710037231445","69.572998046875","69.3440017700195","69.306999206543",
"Canada","CAN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4210014343262","58.0320014953613","57.5970001220703","58.048999786377","58.2949981689453","58.0419998168945","58.5540008544922","59.3230018615723","60.1389999389648","60.8110008239746","60.6510009765625","61.242000579834","61.9799995422363","62.1889991760254","62.1619987487793","62.3720016479492","63.0110015869141","63.1030006408691","61.2039985656738","61.2480010986328","61.423999786377","61.4199981689453","61.5379981994629","61.2159996032715","61.0810012817383","60.9049987792969","61.4309997558594","61.4519996643066","61.451000213623",
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.5091982668129","55.8730510504047","54.4721892795154","53.648803704917","53.2556475209832","52.8127262924249","52.8868997941801","52.6155069923167","51.4888827751644","50.2197055918315","49.6597644601942","47.9565883111194","47.9473474017058","47.7676497743469","48.1265423564732","49.2266107438181","50.4699290995935","51.3616102144818","50.4379121342187","50.0137064411275","49.9019542839429","50.1527027070823","50.2425613853249","51.2737167816919","51.9798901559947","52.7582564521744","54.0399163524551","54.6785345054145","54.6736107069087",
"Switzerland","CHE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1729965209961","66.3369979858398","65.6650009155273","64.6869964599609","64.8420028686523","65.0640029907227","64.5770034790039","65.4830017089844","65.7740020751953","65.6149978637695","66.0999984741211","65.7559967041016","65.0350036621094","64.3820037841797","64.056999206543","64.7200012207031","65.25","65.9580001831055","65.4660034179688","63.734001159668","64.4860000610352","64.4990005493164","64.3550033569336","64.6849975585938","64.9380035400391","65.1959991455078","65.0999984741211","65.1569976806641","65.1259994506836",
"Channel Islands","CHI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0880012512207","53.0589981079102","53.1609992980957","53.5400009155273","53.5960006713867","53.515998840332","53.693000793457","54.0330009460449","54.2939987182617","54.3870010375977","54.4360008239746","54.4990005493164","54.4720001220703","54.3530006408691","54.5359992980957","54.7459983825684","54.8979988098145","54.8240013122559","54.2789993286133","54.1479988098145","53.689998626709","53.6809997558594","53.6860008239746","53.867000579834","54.1269989013672","54.1990013122559","54.1590003967285","54.0800018310547","53.8409996032715",
"Chile","CHL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.9860000610352","52.9309997558594","53.117000579834","52.5509986877441","53.5880012512207","52.3520011901855","52.7960014343262","52.8489990234375","50.6030006408691","50.4440002441406","49.8400001525879","49.6259994506836","50.4010009765625","50.8810005187988","51.9099998474121","52.7729988098145","53.7130012512207","54.5379981994629","53.193000793457","55.3310012817383","57.1189994812012","57.4879989624023","57.8779983520508","57.8419990539551","58.0429992675781","57.8440017700195","58.0009994506836","57.9650001525879","58.2019996643066",
"China","CHN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1859970092773","77.129997253418","76.8359985351563","76.5979995727539","76.3939971923828","76.1360015869141","75.8330001831055","75.5619964599609","75.234001159668","74.8499984741211","73.7419967651367","72.6330032348633","71.572998046875","70.8880004882813","70.2289962768555","69.745002746582","69.3779983520508","68.838996887207","68.3560028076172","68.0319976806641","67.7890014648438","67.5350036621094","67.2480010986328","66.9339981079102","66.5930023193359","66.2809982299805","65.9199981689453","65.568000793457","65.0500030517578",
"Cote d'Ivoire","CIV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0830001831055","62.8930015563965","63.3019981384277","63.7130012512207","64","63.826000213623","63.7150001525879","63.5740013122559","62.9799995422363","62.4259986877441","61.8499984741211","61.2249984741211","60.6160011291504","60.0299987792969","59.443000793457","58.9249992370605","58.390998840332","57.7949981689453","56.9589996337891","56.2639999389648","55.6209983825684","54.9710006713867","56.2280006408691","56.0849990844727","55.9059982299805","55.7029991149902","55.2120018005371","55.1570014953613","55.0639991760254",
"Cameroon","CMR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.8929977416992","76.8539962768555","76.7580032348633","76.6569976806641","76.5270004272461","76.3980026245117","76.3659973144531","76.2969970703125","76.1510009765625","76.0920028686523","76.0699996948242","76.5709991455078","77.0950012207031","77.620002746582","78.1500015258789","78.7360000610352","79.2399978637695","77.3010025024414","75.0759963989258","72.8639984130859","73.0579986572266","73.2409973144531","73.4049987792969","73.5800018310547","73.609001159668","73.6360015869141","73.6569976806641","73.6449966430664","73.5009994506836",
"Congo, Dem. Rep.","COD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.7880020141602","68.9909973144531","69.1920013427734","69.2710037231445","69.2509994506836","69.3300018310547","69.4309997558594","69.4440002441406","69.4489974975586","69.5250015258789","69.6060028076172","69.5940017700195","69.5739974975586","69.5619964599609","69.5559997558594","68.4889984130859","67.3949966430664","66.245002746582","64.9089965820313","63.6580009460449","62.4189987182617","61.1529998779297","61.1119995117188","61.0880012512207","61.0530014038086","61.076000213623","61.0779991149902","61.0309982299805","60.773998260498",
"Congo, Rep.","COG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9179992675781","54.7169990539551","54.4949989318848","54.4729995727539","54.4140014648438","54.3489990234375","54.4160003662109","54.4640007019043","54.5200004577637","54.5970001220703","54.6879997253418","54.6910018920898","54.8190002441406","55.0209999084473","55.2200012207031","56.1629981994629","57.1570014953613","57.9529991149902","58.3139991760254","59.867000579834","61.4690017700195","62.882999420166","62.9029998779297","62.890998840332","62.8740005493164","62.8950004577637","62.9140014648438","62.8460006713867","62.8699989318848",
"Colombia","COL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0359992980957","60.6940002441406","62.0499992370605","62.0180015563965","61.935001373291","59.8819999694824","59.7949981689453","57.8289985656738","54.1059989929199","53.9010009765625","57.7019996643066","57.2929992675781","58.765998840332","57.8569984436035","58.439998626709","57.8059997558594","57.1399993896484","57.4560012817383","59.2610015869141","60.7280006408691","61.9199981689453","63.0190010070801","63.1629981994629","63.5589981079102","64.0630035400391","63.4599990844727","63.0410003662109","62.4220008850098","62.0950012207031",
"Comoros","COM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7729988098145","40.6559982299805","40.6119995117188","40.7459983825684","40.6720008850098","40.6679992675781","40.5530014038086","40.4770011901855","40.3660011291504","40.1180000305176","40.0379981994629","39.943000793457","39.8870010375977","39.882999420166","39.8969993591309","39.9679985046387","40.0970001220703","40.1570014953613","40.1399993896484","40.2019996643066","40.2910003662109","40.4090003967285","40.5040016174316","40.6790008544922","40.8639984130859","41.0149993896484","41.1629981994629","41.3009986877441","41.4049987792969",
