"OID","Country or Area","Year","Description","Magnitude","Value"
"74891F..ZF...","BURKINA FASO","2003","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","549893000000"
"74891F..ZF...","BURKINA FASO","2002","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","576900000000"
"74891F..ZF...","BURKINA FASO","2001","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","446800000000"
"74891F..ZF...","BURKINA FASO","2000","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","387200000000"
"74891F..ZF...","BURKINA FASO","1999","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","331000000000"
"74891F..ZF...","BURKINA FASO","1998","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","378100000000"
"74891F..ZF...","BURKINA FASO","1997","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","347600000000"
"74891F..ZF...","BURKINA FASO","1996","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","330900000000"
"74891F..ZF...","BURKINA FASO","1995","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","306900000000"
"74891F..ZF...","BURKINA FASO","1994","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","281100000000"
"74891F..ZF...","BURKINA FASO","1993","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","220200000000"
"74891F..ZF...","BURKINA FASO","1992","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","214400000000"
"74891F..ZF...","BURKINA FASO","1991","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","207600000000"
"74891F..ZF...","BURKINA FASO","1990","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","177800000000"
"74891F..ZF...","BURKINA FASO","1989","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","110000000000"
"74891F..ZF...","BURKINA FASO","1988","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","105000000000"
"74891F..ZF...","BURKINA FASO","1987","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","98000000000"
"74891F..ZF...","BURKINA FASO","1986","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","95000000000"
"74891F..ZF...","BURKINA FASO","1985","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","86300000000"
"74891F..ZF...","BURKINA FASO","1984","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","76900000000"
"74891F..ZF...","BURKINA FASO","1983","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","78800000000"
"74891F..ZF...","BURKINA FASO","1982","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","72500000000"
"74891F..ZF...","BURKINA FASO","1981","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","60900000000"
"74891F..ZF...","BURKINA FASO","1980","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","47400000000"
"74891F..ZF...","BURKINA FASO","1979","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","49200000000"
"74891F..ZF...","BURKINA FASO","1978","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","30000000000"
"74891F..ZF...","BURKINA FASO","1977","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","26500000000"
"74891F..ZF...","BURKINA FASO","1976","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","21200000000"
"74891F..ZF...","BURKINA FASO","1975","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","23200000000"
"74891F..ZF...","BURKINA FASO","1974","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","13400000000"
"74891F..ZF...","BURKINA FASO","1973","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","10900000000"
"74891F..ZF...","BURKINA FASO","1972","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","9500000000"
"74891F..ZF...","BURKINA FASO","1971","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","8500000000"
"74891F..ZF...","BURKINA FASO","1970","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","7900000000"
"74891F..ZF...","BURKINA FASO","1968","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","10500000000"
"74891F..ZF...","BURKINA FASO","1966","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","6000000000"
"74891F..ZF...","BURKINA FASO","1965","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","6300000000"
"74891F..ZF...","BURKINA FASO","1964","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","3300000000"
"74891F..ZF...","BURKINA FASO","1959","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","1400000000"
"74891F..ZF...","BURKINA FASO","1958","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","1200000000"
"74891F..ZF...","BURKINA FASO","1957","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","1100000000"
"74891F..ZF...","BURKINA FASO","1956","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","1000000000"
"74891F..ZF...","BURKINA FASO","1955","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","800000000"
"74891F..ZF...","BURKINA FASO","1954","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","700000000"
"61891F..ZF...","BURUNDI","2008","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","360700000000"
"61891F..ZF...","BURUNDI","2007","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","310600000000"
"61891F..ZF...","BURUNDI","2006","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","290000000000"
"61891F..ZF...","BURUNDI","2005","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","204999000000"
"61891F..ZF...","BURUNDI","2004","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","163470000000"
"61891F..ZF...","BURUNDI","2003","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","136151000000"
"61891F..ZF...","BURUNDI","2002","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","108750000000"
"61891F..ZF...","BURUNDI","2001","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","106079000000"
"61891F..ZF...","BURUNDI","2000","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","75577000000"
"61891F..ZF...","BURUNDI","1999","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","63547000000"
"61891F..ZF...","BURUNDI","1998","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","58630000000"
"61891F..ZF...","BURUNDI","1997","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","50299000000"
"61891F..ZF...","BURUNDI","1996","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","39911000000"
"61891F..ZF...","BURUNDI","1995","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","33600000000"
"61891F..ZF...","BURUNDI","1994","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","32459000000"
"61891F..ZF...","BURUNDI","1993","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","30280000000"
"61891F..ZF...","BURUNDI","1992","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","44429000000"
"61891F..ZF...","BURUNDI","1991","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","40227000000"
"61891F..ZF...","BURUNDI","1990","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","38344000000"
"61891F..ZF...","BURUNDI","1989","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","36547000000"
"61891F..ZF...","BURUNDI","1988","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","31491000000"
"61891F..ZF...","BURUNDI","1987","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","28570000000"
"61891F..ZF...","BURUNDI","1986","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","24252000000"
"61891F..ZF...","BURUNDI","1985","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","22793000000"
"61891F..ZF...","BURUNDI","1984","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","21132000000"
"61891F..ZF...","BURUNDI","1983","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","20414000000"
"61891F..ZF...","BURUNDI","1982","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","18183000000"
"61891F..ZF...","BURUNDI","1981","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","15583000000"
"61891F..ZF...","BURUNDI","1980","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","13746000000"
"61891F..ZF...","BURUNDI","1979","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","11436000000"
"61891F..ZF...","BURUNDI","1978","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","9574000000"
"61891F..ZF...","BURUNDI","1977","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","5495000000"
"61891F..ZF...","BURUNDI","1976","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","3368000000"
"61891F..ZF...","BURUNDI","1975","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","4642000000"
"61891F..ZF...","BURUNDI","1974","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","3421000000"
"61891F..ZF...","BURUNDI","1973","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2821000000"
"61891F..ZF...","BURUNDI","1972","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2791000000"
"61891F..ZF...","BURUNDI","1971","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2342000000"
"61891F..ZF...","BURUNDI","1970","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2615000000"
"61891F..ZF...","BURUNDI","1969","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2289000000"
"61891F..ZF...","BURUNDI","1968","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2205000000"
"61891F..ZF...","BURUNDI","1967","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","2146000000"
"61891F..ZF...","BURUNDI","1966","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","1991000000"
"61891F..ZF...","BURUNDI","1965","GOVERNMENT CONSUMPTION EXPEND.","BURUNDI FRANCS","932000000"
"52291F..ZF...","CAMBODIA","2007","GOVERNMENT CONSUMPTION","RIEL","2008220000000"
"52291F..ZF...","CAMBODIA","2006","GOVERNMENT CONSUMPTION","RIEL","1574770000000"
"52291F..ZF...","CAMBODIA","2005","GOVERNMENT CONSUMPTION","RIEL","1493980000000"
"52291F..ZF...","CAMBODIA","2004","GOVERNMENT CONSUMPTION","RIEL","1356140000000"
"52291F..ZF...","CAMBODIA","2003","GOVERNMENT CONSUMPTION","RIEL","1350370000000"
"52291F..ZF...","CAMBODIA","2002","GOVERNMENT CONSUMPTION","RIEL","1276270000000"
"52291F..ZF...","CAMBODIA","2001","GOVERNMENT CONSUMPTION","RIEL","827923000000"
"52291F..ZF...","CAMBODIA","2000","GOVERNMENT CONSUMPTION","RIEL","736916000000"
"52291F..ZF...","CAMBODIA","1999","GOVERNMENT CONSUMPTION","RIEL","661200000000"
"52291F..ZF...","CAMBODIA","1998","GOVERNMENT CONSUMPTION","RIEL","563102000000"
"52291F..ZF...","CAMBODIA","1997","GOVERNMENT CONSUMPTION","RIEL","552991000000"
"52291F..ZF...","CAMBODIA","1996","GOVERNMENT CONSUMPTION","RIEL","529096000000"
"52291F..ZF...","CAMBODIA","1995","GOVERNMENT CONSUMPTION","RIEL","492641000000"
"52291F..ZF...","CAMBODIA","1994","GOVERNMENT CONSUMPTION","RIEL","492641000000"
"52291F..ZF...","CAMBODIA","1993","GOVERNMENT CONSUMPTION","RIEL","305988000000"
"52291F..ZF...","CAMBODIA","1992","GOVERNMENT CONSUMPTION","RIEL","255000000000"
"52291F..ZF...","CAMBODIA","1991","GOVERNMENT CONSUMPTION","RIEL","238000000000"
"52291F..ZF...","CAMBODIA","1990","GOVERNMENT CONSUMPTION","RIEL","43293000000"
"52291F..ZF...","CAMBODIA","1989","GOVERNMENT CONSUMPTION","RIEL","18476000000"
"52291F..ZF...","CAMBODIA","1988","GOVERNMENT CONSUMPTION","RIEL","10500000000"
"62291F..ZF...","CAMEROON","2006","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","901278000000"
"62291F..ZF...","CAMEROON","2005","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","872061000000"
"62291F..ZF...","CAMEROON","2004","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","847075000000"
"62291F..ZF...","CAMEROON","2003","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","789683000000"
"62291F..ZF...","CAMEROON","2002","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","775127000000"
"62291F..ZF...","CAMEROON","2001","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","722841000000"
"62291F..ZF...","CAMEROON","2000","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","625325000000"
"62291F..ZF...","CAMEROON","1999","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","583659000000"
"62291F..ZF...","CAMEROON","1998","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","527179000000"
"62291F..ZF...","CAMEROON","1997","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","484557000000"
"62291F..ZF...","CAMEROON","1996","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","448079000000"
"62291F..ZF...","CAMEROON","1995","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","392972000000"
"62291F..ZF...","CAMEROON","1994","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","375675000000"
"62291F..ZF...","CAMEROON","1993","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","445425000000"
"62291F..ZF...","CAMEROON","1992","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","387100000000"
"62291F..ZF...","CAMEROON","1991","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","412300000000"
"62291F..ZF...","CAMEROON","1990","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","427600000000"
"62291F..ZF...","CAMEROON","1989","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","434000000000"
"62291F..ZF...","CAMEROON","1988","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","412000000000"
"62291F..ZF...","CAMEROON","1987","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","429000000000"
"62291F..ZF...","CAMEROON","1986","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","360500000000"
"62291F..ZF...","CAMEROON","1985","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","345300000000"
"62291F..ZF...","CAMEROON","1984","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","306400000000"
"62291F..ZF...","CAMEROON","1983","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","248700000000"
"62291F..ZF...","CAMEROON","1982","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","192000000000"
"62291F..ZF...","CAMEROON","1981","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","159100000000"
"62291F..ZF...","CAMEROON","1980","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","136800000000"
"62291F..ZF...","CAMEROON","1979","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","116300000000"
"62291F..ZF...","CAMEROON","1978","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","102800000000"
"62291F..ZF...","CAMEROON","1977","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","81900000000"
"62291F..ZF...","CAMEROON","1976","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","74800000000"
"62291F..ZF...","CAMEROON","1975","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","68400000000"
"62291F..ZF...","CAMEROON","1974","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","57300000000"
"62291F..ZF...","CAMEROON","1973","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","49000000000"
"62291F..ZF...","CAMEROON","1972","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","46000000000"
"62291F..ZF...","CAMEROON","1971","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","41500000000"
"62291F..ZF...","CAMEROON","1970","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","39100000000"
"62291F..ZF...","CAMEROON","1969","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","38800000000"
"62291F..ZF...","CAMEROON","1968","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","34300000000"
"62291F..ZF...","CAMEROON","1967","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","31900000000"
"62291F..ZF...","CAMEROON","1966","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","31000000000"
"62291F..ZF...","CAMEROON","1965","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","28400000000"
"62291F..ZF...","CAMEROON","1964","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","23200000000"
"62291F..ZF...","CAMEROON","1963","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","21700000000"
"15691F.CZF...","CANADA","2009","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","331810000000"
"15691F.CZF...","CANADA","2008","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","314040000000"
"15691F.CZF...","CANADA","2007","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","298067000000"
"15691F.CZF...","CANADA","2006","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","282667000000"
"15691F.CZF...","CANADA","2005","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","262369000000"
"15691F.CZF...","CANADA","2004","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","248534000000"
"15691F.CZF...","CANADA","2003","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","231003000000"
"15691F.CZF...","CANADA","2002","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","218895000000"
"15691F.CZF...","CANADA","2001","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","207508000000"
"15691F.CZF...","CANADA","2000","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","196004000000"
"15691F.CZF...","CANADA","1999","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","183287000000"
"15691F.CZF...","CANADA","1998","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","176842000000"
"15691F.CZF...","CANADA","1997","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","171883000000"
"15691F.CZF...","CANADA","1996","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","171351000000"
"15691F.CZF...","CANADA","1995","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","172648000000"
"15691F.CZF...","CANADA","1994","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","171729000000"
"15691F.CZF...","CANADA","1993","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","171271000000"
"15691F.CZF...","CANADA","1992","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","168925000000"
"15691F.CZF...","CANADA","1991","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","162431000000"
"15691F.CZF...","CANADA","1990","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","135155000000"
"15691F.CZF...","CANADA","1989","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","124108000000"
"15691F.CZF...","CANADA","1988","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","114472000000"
"15691F.CZF...","CANADA","1987","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","105786000000"
"15691F.CZF...","CANADA","1986","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","100129000000"
"15691F.CZF...","CANADA","1985","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","95519000000"
"15691F.CZF...","CANADA","1984","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","89089000000"
"15691F.CZF...","CANADA","1983","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","84571000000"
"15691F.CZF...","CANADA","1982","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","78655000000"
"15691F.CZF...","CANADA","1981","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","68792000000"
"15691F.CZF...","CANADA","1980","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","59250000000"
"15691F.CZF...","CANADA","1979","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","52286000000"
"15691F.CZF...","CANADA","1978","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","47386000000"
"15691F.CZF...","CANADA","1977","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","43411000000"
"15691F.CZF...","CANADA","1976","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","38274000000"
"15691F.CZF...","CANADA","1975","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","33266000000"
"15691F.CZF...","CANADA","1974","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","27480000000"
"15691F.CZF...","CANADA","1973","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","22851000000"
"15691F.CZF...","CANADA","1972","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","20136000000"
"15691F.CZF...","CANADA","1971","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","18228000000"
"15691F.CZF...","CANADA","1970","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","16448000000"
"15691F.CZF...","CANADA","1969","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","14186000000"
"15691F.CZF...","CANADA","1968","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","12685000000"
"15691F.CZF...","CANADA","1967","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","11092000000"
"15691F.CZF...","CANADA","1966","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","9643000000"
"15691F.CZF...","CANADA","1965","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","8269000000"
"15691F.CZF...","CANADA","1964","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","7526000000"
"15691F.CZF...","CANADA","1963","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","6923000000"
"15691F.CZF...","CANADA","1962","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","6567000000"
"15691F.CZF...","CANADA","1961","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","6166000000"
"15691F.CZF...","CANADA","1960","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","5281000000"
"15691F.CZF...","CANADA","1959","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","4976000000"
"15691F.CZF...","CANADA","1958","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","4854000000"
"15691F.CZF...","CANADA","1957","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","4573000000"
"15691F.CZF...","CANADA","1956","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","4426000000"
"15691F.CZF...","CANADA","1955","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","4036000000"
"15691F.CZF...","CANADA","1954","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","3825000000"
"15691F.CZF...","CANADA","1953","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","3824000000"
"15691F.CZF...","CANADA","1952","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","3620000000"
"15691F.CZF...","CANADA","1951","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","2811000000"
"15691F.CZF...","CANADA","1950","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","1928000000"
"15691F.CZF...","CANADA","1949","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","1722000000"
"15691F.CZF...","CANADA","1948","GOVERNMENT CONSUMPTION EXPEND. SA","CANADIAN DOLLARS","1454000000"
"62491F..ZF...","CAPE VERDE","2002","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","13409800000"
"62491F..ZF...","CAPE VERDE","2001","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","11975300000"
"62491F..ZF...","CAPE VERDE","2000","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","12216900000"
"62491F..ZF...","CAPE VERDE","1999","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","11881500000"
"62491F..ZF...","CAPE VERDE","1998","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","10028500000"
"62491F..ZF...","CAPE VERDE","1997","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","9949720000"
"62491F..ZF...","CAPE VERDE","1996","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","8060880000"
"62491F..ZF...","CAPE VERDE","1995","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","8586750000"
"62491F..ZF...","CAPE VERDE","1994","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","7228090000"
"62491F..ZF...","CAPE VERDE","1993","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","6769310000"
"62491F..ZF...","CAPE VERDE","1992","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","5402370000"
"62491F..ZF...","CAPE VERDE","1991","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","4602550000"
"62491F..ZF...","CAPE VERDE","1990","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","4082390000"
"62491F..ZF...","CAPE VERDE","1989","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","3986750000"
"62491F..ZF...","CAPE VERDE","1988","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","3693700000"
"62491F..ZF...","CAPE VERDE","1987","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","3673200000"
"62491F..ZF...","CAPE VERDE","1986","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","4193850000"
"62491F..ZF...","CAPE VERDE","1985","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","2999000000"
"62491F..ZF...","CAPE VERDE","1984","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","2570000000"
"62491F..ZF...","CAPE VERDE","1983","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","2055440000"
"62491F..ZF...","CAPE VERDE","1982","GOVERNMENT CONSUMPTION EXPEND.","ESCUDOS","1565750000"
