Country or Area,Subgroup,Year,Value
Kuwait,Female,2003,23955
Kuwait,Female,2002,23414
Kuwait,Female,2001,22002
Kuwait,Female,1999,21867
Kuwait,Male,2005,11503
Kuwait,Male,2004,13165
Kuwait,Male,2003,13198
Kuwait,Male,2002,13568
Kuwait,Male,2001,12777
Kuwait,Male,1999,10453
Kyrgyzstan,Female,2005,121828
Kyrgyzstan,Female,2004,110868
Kyrgyzstan,Female,2003,108720
Kyrgyzstan,Female,2002,110875
Kyrgyzstan,Female,2001,96780
Kyrgyzstan,Female,2000,80469
Kyrgyzstan,Female,1999,66619
Kyrgyzstan,Male,2005,98632
Kyrgyzstan,Male,2004,94356
Kyrgyzstan,Male,2003,92408
Kyrgyzstan,Male,2002,98370
Kyrgyzstan,Male,2001,93728
Kyrgyzstan,Male,2000,80215
Kyrgyzstan,Male,1999,64603
Lao PDR,Female,2005,19523
Lao PDR,Female,2004,12815
Lao PDR,Female,2003,10053
Lao PDR,Female,2002,8201
Lao PDR,Female,2001,6117
Lao PDR,Female,2000,4798
Lao PDR,Female,1999,3880
Lao PDR,Male,2005,27901
Lao PDR,Male,2004,20945
Lao PDR,Male,2003,18064
Lao PDR,Male,2002,14817
Lao PDR,Male,2001,10628
Lao PDR,Male,2000,9351
Lao PDR,Male,1999,8196
Latvia,Female,2005,82575
Latvia,Female,2004,79473
Latvia,Female,2003,73403
Latvia,Female,2002,67991
Latvia,Female,2001,63524
Latvia,Female,2000,57850
Latvia,Female,1999,50539
Latvia,Male,2005,48131
Latvia,Male,2004,48183
Latvia,Male,2003,45541
Latvia,Male,2002,42509
Latvia,Male,2001,39259
Latvia,Male,2000,33387
Latvia,Male,1999,31503
Lebanon,Female,2005,87473
Lebanon,Female,2004,80837
Lebanon,Female,2003,77835
Lebanon,Female,2002,75687
Lebanon,Female,2001,69557
Lebanon,Female,2000,60007
Lebanon,Female,1999,56850
Lebanon,Male,2005,78257
Lebanon,Male,2004,73798
Lebanon,Male,2003,66215
Lebanon,Male,2002,67264
Lebanon,Male,2001,64461
Lebanon,Male,2000,56007
Lebanon,Male,1999,56172
Lesotho,Female,2005,4503
Lesotho,Female,2003,3745
Lesotho,Female,2002,2905
Lesotho,Female,2001,3158
Lesotho,Female,2000,2764
Lesotho,Female,1999,2579
Lesotho,Male,2005,3415
Lesotho,Male,2003,2363
Lesotho,Male,2002,2100
Lesotho,Male,2001,1818
Lesotho,Male,2000,1706
Lesotho,Male,1999,1467
Liberia,Female,2000,18871
Liberia,Female,1999,3987
Liberia,Male,2000,25236
Liberia,Male,1999,16817
Libya,Female,2003,192721
Libya,Female,2002,184624
Libya,Female,2001,162833
Libya,Female,2000,141041
Libya,Female,1999,149995
Libya,Male,2003,182307
Libya,Male,2002,174522
Libya,Male,2001,161770
Libya,Male,2000,149019
Libya,Male,1999,158479
Liechtenstein,Female,2004,142
Liechtenstein,Female,2003,119
Liechtenstein,Male,2004,390
Liechtenstein,Male,2003,321
Lithuania,Female,2005,117493
Lithuania,Female,2004,109592
Lithuania,Female,2003,100609
Lithuania,Female,2002,89947
Lithuania,Female,2001,81336
Lithuania,Female,2000,73092
Lithuania,Female,1999,64456
Lithuania,Male,2005,77912
Lithuania,Male,2004,73064
Lithuania,Male,2003,66997
Lithuania,Male,2002,58841
Lithuania,Male,2001,54587
Lithuania,Male,2000,48812
Lithuania,Male,1999,42963
Luxembourg,Female,2004,1609
Luxembourg,Female,2003,1640
Luxembourg,Female,2002,1566
Luxembourg,Female,2001,1346
Luxembourg,Female,2000,1259
Luxembourg,Female,1999,1404
Luxembourg,Male,2004,1433
Luxembourg,Male,2003,1437
Luxembourg,Male,2002,1399
Luxembourg,Male,2001,1187
Luxembourg,Male,2000,1178
Luxembourg,Male,1999,1313
Macau SAR,Female,2005,10019
Macau SAR,Female,2004,10054
Macau SAR,Female,2003,9589
Macau SAR,Female,2002,7533
Macau SAR,Female,2001,6236
Macau SAR,Female,2000,3883
Macau SAR,Female,1999,3450
Macau SAR,Male,2005,13401
Macau SAR,Male,2004,14761
Macau SAR,Male,2003,16683
Macau SAR,Male,2002,12887
Macau SAR,Male,2001,7760
Macau SAR,Male,2000,3588
Macau SAR,Male,1999,4008
Macedonia,Female,2005,27987
Macedonia,Female,2004,26594
Macedonia,Female,2003,25621
Macedonia,Female,2002,24691
Macedonia,Female,2001,22463
Macedonia,Female,2000,20325
Macedonia,Female,1999,19359
Macedonia,Male,2005,21377
Macedonia,Male,2004,20043
Macedonia,Male,2003,20003
Macedonia,Male,2002,20019
Macedonia,Male,2001,17783
Macedonia,Male,2000,16597
Macedonia,Male,1999,15782
Madagascar,Female,2005,21145
Madagascar,Female,2004,19945
Madagascar,Female,2003,17264
Madagascar,Female,2002,14785
Madagascar,Female,2001,14269
Madagascar,Female,2000,14860
Madagascar,Female,1999,14187
Madagascar,Male,2005,23803
Madagascar,Male,2004,22198
Madagascar,Male,2003,19988
Madagascar,Male,2002,17808
Madagascar,Male,2001,17117
Madagascar,Male,2000,17296
Madagascar,Male,1999,16826
Malawi,Female,2004,1798
Malawi,Female,2003,1332
Malawi,Female,1999,876
Malawi,Male,2004,3291
Malawi,Male,2003,3233
Malawi,Male,1999,2303
Malaysia,Female,2004,405040
Malaysia,Female,2003,415447
Malaysia,Female,2002,348239
Malaysia,Female,2001,302430
Malaysia,Female,2000,280078
Malaysia,Female,1999,236628
Malaysia,Male,2004,326037
Malaysia,Male,2003,310418
Malaysia,Male,2002,284070
Malaysia,Male,2001,254688
Malaysia,Male,2000,269127
Malaysia,Male,1999,236729
Maldives,Female,2004,51
Maldives,Female,2003,51
Maldives,Female,2002,…
Maldives,Female,2001,…
Maldives,Female,2000,…
Maldives,Female,1999,…
Maldives,Male,2004,22
Maldives,Male,2003,22
Maldives,Male,2002,…
Maldives,Male,2001,…
Maldives,Male,2000,…
Maldives,Male,1999,…
Mali,Female,2005,10259
Mali,Female,2004,9883
Mali,Female,2003,8028
Mali,Female,2002,7470
Mali,Female,2001,7214
Mali,Female,2000,6320
Mali,Female,1999,5885
Mali,Male,2005,22350
Mali,Male,2004,18695
Mali,Male,2003,17488
Mali,Male,2002,15162
Mali,Male,2001,14647
Mali,Male,2000,13431
Mali,Male,1999,12777
Malta,Female,2005,5319
Malta,Female,2004,4397
Malta,Female,2003,5097
Malta,Female,2002,4131
Malta,Female,2001,4068
Malta,Female,2000,3366
Malta,Female,1999,2969
Malta,Male,2005,4122
Malta,Male,2004,3470
Malta,Male,2003,3849
Malta,Male,2002,3128
Malta,Male,2001,3354
Malta,Male,2000,2949
Malta,Male,1999,2799
Marshall Islands,Female,2003,519
Marshall Islands,Female,2002,510
Marshall Islands,Female,2001,501
Marshall Islands,Male,2003,400
Marshall Islands,Male,2002,393
Marshall Islands,Male,2001,387
Mauritania,Female,2005,2150
Mauritania,Female,2004,2200
Mauritania,Female,2003,1916
Mauritania,Female,2002,1737
Mauritania,Female,2001,1517
Mauritania,Male,2005,6608
Mauritania,Male,2004,7092
Mauritania,Male,2003,7025
Mauritania,Male,2002,6436
Mauritania,Male,2001,7516
Mauritius,Female,2005,9313
Mauritius,Female,2004,10245
Mauritius,Female,2003,9714
Mauritius,Female,2002,7034
Mauritius,Female,2001,7098
Mauritius,Female,2000,3714
Mauritius,Female,1999,3488
Mauritius,Male,2005,7539
Mauritius,Male,2004,7536
Mauritius,Male,2003,7050
Mauritius,Male,2002,5568
Mauritius,Male,2001,5371
Mauritius,Male,2000,4542
Mauritius,Male,1999,4071
Mexico,Female,2005,1198441
Mexico,Female,2004,1160498
Mexico,Female,2003,1110494
Mexico,Female,2002,1059212
Mexico,Female,2001,1004462
Mexico,Female,2000,956218
Mexico,Female,1999,887653
Mexico,Male,2005,1186417
Mexico,Male,2004,1162283
Mexico,Male,2003,1126297
Mexico,Male,2002,1087863
Mexico,Male,2001,1043433
Mexico,Male,2000,1006545
Mexico,Male,1999,950231
Monaco,Female,2005,…
Monaco,Female,2004,…
Monaco,Female,2003,…
Monaco,Female,2002,…
Monaco,Female,2001,…
Monaco,Female,2000,…
Monaco,Female,1999,…
Monaco,Male,2005,…
Monaco,Male,2004,…
Monaco,Male,2003,…
Monaco,Male,2002,…
Monaco,Male,2001,…
Monaco,Male,2000,…
Monaco,Male,1999,…
Mongolia,Female,2005,76049
Mongolia,Female,2004,67184
Mongolia,Female,2003,61209
Mongolia,Female,2002,57096
Mongolia,Female,2001,53690
Mongolia,Female,2000,47248
Mongolia,Female,1999,42380
Mongolia,Male,2005,47775
Mongolia,Male,2004,41554
Mongolia,Male,2003,36822
Mongolia,Male,2002,33179
Mongolia,Male,2001,31280
Mongolia,Male,2000,26777
Mongolia,Male,1999,22892
Montserrat,Female,2005,…
Montserrat,Female,2004,…
Montserrat,Female,2003,…
Montserrat,Female,2002,…
Montserrat,Female,2001,…
Montserrat,Female,2000,…
Montserrat,Female,1999,…
Montserrat,Male,2005,…
Montserrat,Male,2004,…
Montserrat,Male,2003,…
Montserrat,Male,2002,…
Montserrat,Male,2001,…
Montserrat,Male,2000,…
Montserrat,Male,1999,…
Morocco,Female,2005,165556
Morocco,Female,2004,157047
Morocco,Female,2003,150686
Morocco,Female,2002,137927
Morocco,Female,2001,135641
Morocco,Female,2000,116898
Morocco,Female,1999,114157
Morocco,Male,2005,201323
Morocco,Male,2004,186552
Morocco,Male,2003,185069
Morocco,Male,2002,177416
Morocco,Male,2001,174617
Morocco,Male,2000,159477
Morocco,Male,1999,159026
Mozambique,Female,2005,9376
Mozambique,Female,2004,7026
Mozambique,Female,2003,5538
Mozambique,Male,2005,18922
Mozambique,Male,2004,15230
Mozambique,Male,2003,11687
Myanmar,Female,2001,351104
Myanmar,Female,1999,205252
Myanmar,Male,2001,202352
Myanmar,Male,1999,130245
Namibia,Female,2004,6488
Namibia,Female,2003,6271
Namibia,Female,2002,6384
Namibia,Female,2001,6087
Namibia,Male,2004,5709
Namibia,Male,2003,5517
Namibia,Male,2002,4646
Namibia,Male,2001,7252
Nauru,Female,2005,…
Nauru,Female,2004,…
Nauru,Female,2003,…
Nauru,Female,2002,…
Nauru,Female,2001,…
Nauru,Female,2000,…
Nauru,Female,1999,…
Nauru,Male,2005,…
Nauru,Male,2004,…
Nauru,Male,2003,…
Nauru,Male,2002,…
Nauru,Male,2001,…
Nauru,Male,2000,…
Nauru,Male,1999,…
Nepal,Female,2004,40577
Nepal,Female,2003,30121
Nepal,Female,2002,24646
Nepal,Female,2001,21333
Nepal,Female,2000,26001
Nepal,Male,2004,106546
Nepal,Male,2003,94696
Nepal,Male,2002,95024
Nepal,Male,2001,81957
Nepal,Male,2000,68400
Netherlands,Female,2005,288081
Netherlands,Female,2004,276553
Netherlands,Female,2003,268716
Netherlands,Female,2002,262004
Netherlands,Female,2001,254539
Netherlands,Female,2000,243634
Netherlands,Female,1999,231629
Netherlands,Male,2005,276902
Netherlands,Male,2004,266843
Netherlands,Male,2003,258051
Netherlands,Male,2002,254765
Netherlands,Male,2001,249503
Netherlands,Male,2000,244015
Netherlands,Male,1999,238256
Netherlands Antilles,Female,2002,1364
Netherlands Antilles,Female,2001,1405
Netherlands Antilles,Female,2000,1422
Netherlands Antilles,Female,1999,1234
Netherlands Antilles,Male,2002,921
Netherlands Antilles,Male,2001,1028
Netherlands Antilles,Male,2000,1139
Netherlands Antilles,Male,1999,1086
New Zealand,Female,2005,140941
New Zealand,Female,2004,142224
New Zealand,Female,2003,114480
New Zealand,Female,2002,108843
New Zealand,Female,2001,104148
New Zealand,Female,2000,101084
New Zealand,Female,1999,98733
New Zealand,Male,2005,99042
New Zealand,Male,2004,101201
New Zealand,Male,2003,81031
New Zealand,Male,2002,76256
New Zealand,Male,2001,73486
New Zealand,Male,2000,70878
New Zealand,Male,1999,68575
Nicaragua,Female,2003,53992
Nicaragua,Female,2002,52349
Nicaragua,Female,2001,50323
Nicaragua,Male,2003,49585
Nicaragua,Male,2002,48014
Nicaragua,Male,2001,46156
Niger,Female,2005,3192
Niger,Female,2004,2406
Niger,Female,2003,2357
Niger,Male,2005,7607
Niger,Male,2004,6368
Niger,Male,2003,6239
Nigeria,Female,2004,445615
Nigeria,Female,2003,426460
Nigeria,Female,1999,302016
Nigeria,Male,2004,844041
Nigeria,Male,2003,807759
Nigeria,Male,1999,397093
Niue,Female,2005,…
Niue,Female,2004,…
Niue,Female,2003,…
Niue,Female,2002,…
Niue,Female,2001,…
Niue,Female,2000,…
Niue,Female,1999,…
Niue,Male,2005,…
Niue,Male,2004,…
Niue,Male,2003,…
Niue,Male,2002,…
Niue,Male,2001,…
Niue,Male,2000,…
Niue,Male,1999,…
Norway,Female,2005,127456
Norway,Female,2004,127417
Norway,Female,2003,126877
Norway,Female,2002,117545
Norway,Female,2001,112603
Norway,Female,2000,111552
Norway,Female,1999,107609
Norway,Male,2005,86484
Norway,Male,2004,86428
Norway,Male,2003,85518
Norway,Male,2002,79519
Norway,Male,2001,77451
Norway,Male,2000,79391
Norway,Male,1999,79873
Oman,Female,2005,24641
Oman,Female,2004,21555
Oman,Female,2003,15290
Oman,Female,2002,14827
Oman,Male,2005,23842
Oman,Male,2004,20023
Oman,Male,2003,21536
Oman,Male,2002,21377
Pakistan,Female,2005,353251
Pakistan,Female,2004,222355
Pakistan,Female,2003,173094
Pakistan,Female,2002,166379
Pakistan,Male,2005,429370
Pakistan,Male,2004,298311
Pakistan,Male,2003,227962
Pakistan,Male,2002,219127
Palau,Female,2002,307
Palau,Female,2001,305
Palau,Female,2000,412
Palau,Male,2002,177
Palau,Male,2001,175
Palau,Male,2000,185
"Palestinian Territory, Occupied",Female,2005,63006
"Palestinian Territory, Occupied",Female,2004,60337
"Palestinian Territory, Occupied",Female,2003,51747
"Palestinian Territory, Occupied",Female,2002,42612
"Palestinian Territory, Occupied",Female,2001,38194
"Palestinian Territory, Occupied",Female,2000,33123
"Palestinian Territory, Occupied",Female,1999,30201
"Palestinian Territory, Occupied",Male,2005,64208
"Palestinian Territory, Occupied",Male,2004,61591
"Palestinian Territory, Occupied",Male,2003,52820
"Palestinian Territory, Occupied",Male,2002,46318
"Palestinian Territory, Occupied",Male,2001,42349
"Palestinian Territory, Occupied",Male,2000,38084
"Palestinian Territory, Occupied",Male,1999,36081
Panama,Female,2005,77200
Panama,Female,2004,79211
Panama,Female,2003,78790
Panama,Female,2002,73073
Panama,Female,2001,73544
Panama,Female,2000,73624
Panama,Female,1999,66055
Panama,Male,2005,49042
Panama,Male,2004,49347
Panama,Male,2003,51236
Panama,Male,2002,44528
Panama,Male,2001,44320
Panama,Male,2000,44878
Panama,Male,1999,42709
Papua New Guinea,Female,1999,3498
Papua New Guinea,Male,1999,6445
Paraguay,Female,2004,84333
Paraguay,Female,2003,82337
Paraguay,Female,2002,84569
Paraguay,Female,2001,55274
Paraguay,Female,2000,47299
Paraguay,Female,1999,37794
Paraguay,Male,2004,64787
Paraguay,Male,2003,61576
Paraguay,Male,2002,62323
Paraguay,Male,2001,41324
Paraguay,Male,2000,35789
Paraguay,Male,1999,28271
Peru,Female,2005,454510
Peru,Female,2004,447983
Peru,Female,2003,429269
Peru,Female,2002,424788
Peru,Female,2001,401910
Peru,Male,2005,454805
Peru,Male,2004,448518
Peru,Male,2003,410315
Peru,Male,2002,406557
Peru,Male,2001,422085
Philippines,Female,2005,1302154
Philippines,Female,2004,1335692
Philippines,Female,2003,1341325
Philippines,Female,2002,1370942
Philippines,Female,1999,1213477
Philippines,Male,2005,1100495
Philippines,Male,2004,1085305
Philippines,Male,2003,1085886
Philippines,Male,2002,1096325
Philippines,Male,1999,995158
Poland,Female,2005,1218072
Poland,Female,2004,1176520
Poland,Female,2003,1146643
Poland,Female,2002,1103711
Poland,Female,2001,1029892
Poland,Female,2000,908773
Poland,Female,1999,797735
Poland,Male,2005,900009
Poland,Male,2004,867778
Poland,Male,2003,836717
Poland,Male,2002,802557
Poland,Male,2001,745093
Poland,Male,2000,670798
Poland,Male,1999,601355
Portugal,Female,2005,212053
Portugal,Female,2004,221496
Portugal,Female,2003,226860
Portugal,Female,2002,226113
Portugal,Female,2001,221042
Portugal,Female,2000,211221
Portugal,Female,1999,199444
Portugal,Male,2005,168884
Portugal,Male,2004,173567
Portugal,Male,2003,173971
Portugal,Male,2002,170488
Portugal,Male,2001,166661
Portugal,Male,2000,162524
Portugal,Male,1999,157346
Qatar,Female,2005,6641
Qatar,Female,2004,6633
Qatar,Female,2003,5696
Qatar,Female,2002,5678
Qatar,Female,2001,5718
Qatar,Female,1999,6380
Qatar,Male,2005,3119
Qatar,Male,2004,2654
Qatar,Male,2003,2130
Qatar,Male,2002,2153
Qatar,Male,2001,2090
Qatar,Male,1999,2500
Republic of Moldova,Female,2005,70046
Republic of Moldova,Female,2004,72440
Republic of Moldova,Female,2003,64405
Republic of Moldova,Female,2002,61022
Republic of Moldova,Female,2001,57277
Republic of Moldova,Female,2000,58491
Republic of Moldova,Female,1999,57916
Republic of Moldova,Male,2005,48482
Republic of Moldova,Male,2004,54445
Republic of Moldova,Male,2003,49833
Republic of Moldova,Male,2002,46709
Republic of Moldova,Male,2001,45548
Republic of Moldova,Male,2000,45453
Republic of Moldova,Male,1999,45756
Romania,Female,2005,403697
Romania,Female,2004,375691
Romania,Female,2003,349673
Romania,Female,2002,316443
Romania,Female,2001,285305
Romania,Female,2000,234572
Romania,Female,1999,208046
Romania,Male,2005,335109
Romania,Male,2004,310027
Romania,Male,2003,294238
Romania,Male,2002,265778
Romania,Male,2001,247847
Romania,Male,2000,218049
Romania,Male,1999,199674
Russian Federation,Female,2005,5144099
Russian Federation,Female,2004,4914593
Russian Federation,Female,2003,4608839
Russian Federation,Male,2005,3875457
Russian Federation,Male,2004,3707504
Russian Federation,Male,2003,3506466
Rwanda,Female,2005,10295
Rwanda,Female,2004,9865
Rwanda,Female,2003,7497
Rwanda,Female,2002,5443
Rwanda,Female,2001,4309
Rwanda,Female,2000,3914
Rwanda,Male,2005,16083
Rwanda,Male,2004,15368
Rwanda,Male,2003,12896
Rwanda,Male,2002,10497
Rwanda,Male,2001,8493
Rwanda,Male,2000,7714
Saint Kitts and Nevis,Female,2005,…
Saint Kitts and Nevis,Female,2004,…
Saint Kitts and Nevis,Female,2003,…
Saint Kitts and Nevis,Female,2002,…
Saint Kitts and Nevis,Female,2001,…
Saint Kitts and Nevis,Female,2000,…
Saint Kitts and Nevis,Female,1999,…
Saint Kitts and Nevis,Male,2005,…
Saint Kitts and Nevis,Male,2004,…
Saint Kitts and Nevis,Male,2003,…
Saint Kitts and Nevis,Male,2002,…
Saint Kitts and Nevis,Male,2001,…
Saint Kitts and Nevis,Male,2000,…
Saint Kitts and Nevis,Male,1999,…
Saint Lucia,Female,2005,1621
Saint Lucia,Female,2004,1777
Saint Lucia,Female,2003,1388
Saint Lucia,Male,2005,576
Saint Lucia,Male,2004,508
Saint Lucia,Male,2003,663
Samoa,Female,2001,523
Samoa,Female,2000,524
Samoa,Female,1999,888
Samoa,Male,2001,656
Samoa,Male,2000,658
Samoa,Male,1999,983
San Marino,Female,2000,545
San Marino,Male,2000,397
Sao Tome and Principe,Female,2005,…
Sao Tome and Principe,Female,2004,…
Sao Tome and Principe,Female,2003,…
Sao Tome and Principe,Female,2002,…
Sao Tome and Principe,Female,2001,…
Sao Tome and Principe,Female,2000,…
Sao Tome and Principe,Female,1999,…
Sao Tome and Principe,Male,2005,…
Sao Tome and Principe,Male,2004,…
Sao Tome and Principe,Male,2003,…
Sao Tome and Principe,Male,2002,…
Sao Tome and Principe,Male,2001,…
Sao Tome and Principe,Male,2000,…
Sao Tome and Principe,Male,1999,…
Saudi Arabia,Female,2005,350549
Saudi Arabia,Female,2004,336862
Saudi Arabia,Female,2003,305988
Saudi Arabia,Female,2002,261327
Saudi Arabia,Female,2001,237296
Saudi Arabia,Female,2000,225995
Saudi Arabia,Female,1999,199217
Saudi Arabia,Male,2005,253122
Saudi Arabia,Male,2004,236870
Saudi Arabia,Male,2003,219356
Saudi Arabia,Male,2002,183473
Saudi Arabia,Male,2001,195052
Saudi Arabia,Male,2000,178099
Saudi Arabia,Male,1999,150382
Serbia and Montenegro,Female,2001,112072
Serbia and Montenegro,Female,2000,123534
Serbia and Montenegro,Female,1999,105638
Serbia and Montenegro,Male,2001,96617
Serbia and Montenegro,Male,2000,109509
Serbia and Montenegro,Male,1999,91772
Seychelles,Female,2005,…
Seychelles,Female,2004,…
Seychelles,Female,2003,…
Seychelles,Female,2002,…
Seychelles,Female,2001,…
Seychelles,Female,2000,…
Seychelles,Female,1999,…
Seychelles,Male,2005,…
Seychelles,Male,2004,…
Seychelles,Male,2003,…
Seychelles,Male,2002,…
Seychelles,Male,2001,…
Seychelles,Male,2000,…
Seychelles,Male,1999,…
Sierra Leone,Female,2002,2602
Sierra Leone,Female,2001,2531
Sierra Leone,Male,2002,6439
Sierra Leone,Male,2001,6264
Slovakia,Female,2005,100334
Slovakia,Female,2004,89024
Slovakia,Female,2003,83873
Slovakia,Female,2002,79263
Slovakia,Female,2001,73809
Slovakia,Female,2000,68490
Slovakia,Female,1999,63535
Slovakia,Male,2005,81085
Slovakia,Male,2004,75643
Slovakia,Male,2003,74216
Slovakia,Male,2002,72919
Slovakia,Male,2001,70100
Slovakia,Male,2000,67424
Slovakia,Male,1999,59351
Slovenia,Female,2005,64885
Slovenia,Female,2004,59367
Slovenia,Female,2003,57037
Slovenia,Female,2002,57085
Slovenia,Female,2001,51323
Slovenia,Female,2000,47010
Slovenia,Female,1999,44341
Slovenia,Male,2005,47343
Slovenia,Male,2004,45029
Slovenia,Male,2003,44421
Slovenia,Male,2002,42129
Slovenia,Male,2001,40171
Slovenia,Male,2000,36806
Slovenia,Male,1999,34785
Solomon Islands,Female,2005,…
Solomon Islands,Female,2004,…
Solomon Islands,Female,2003,…
Solomon Islands,Female,2002,…
Solomon Islands,Female,2001,…
Solomon Islands,Female,2000,…
Solomon Islands,Female,1999,…
Solomon Islands,Male,2005,…
Solomon Islands,Male,2004,…
Solomon Islands,Male,2003,…
Solomon Islands,Male,2002,…
Solomon Islands,Male,2001,…
Solomon Islands,Male,2000,…
Solomon Islands,Male,1999,…
South Africa,Female,2005,401042
South Africa,Female,2004,403462
South Africa,Female,2003,385857
South Africa,Female,2002,362427
South Africa,Female,2001,352133
South Africa,Female,2000,356631
South Africa,Female,1999,340893
South Africa,Male,2005,334031
South Africa,Male,2004,341027
South Africa,Male,2003,331936
South Africa,Male,2002,312733
South Africa,Male,2001,306455
South Africa,Male,2000,288132
South Africa,Male,1999,292018
Spain,Female,2005,972119
Spain,Female,2004,990306
Spain,Female,2003,978081
Spain,Female,2002,974039
Spain,Female,2001,961984
Spain,Female,2000,968189
Spain,Female,1999,947621
Spain,Male,2005,837234
Spain,Male,2004,849597
Spain,Male,2003,862526
Spain,Male,2002,858721
Spain,Male,2001,871543
Spain,Male,2000,860798
Spain,Male,1999,839157
St Vincent and the Grenadines,Female,2005,…
St Vincent and the Grenadines,Female,2004,…
St Vincent and the Grenadines,Female,2003,…
St Vincent and the Grenadines,Female,2002,…
St Vincent and the Grenadines,Female,2001,…
St Vincent and the Grenadines,Female,2000,…
St Vincent and the Grenadines,Female,1999,…
St Vincent and the Grenadines,Male,2005,…
St Vincent and the Grenadines,Male,2004,…
St Vincent and the Grenadines,Male,2003,…
St Vincent and the Grenadines,Male,2002,…
St Vincent and the Grenadines,Male,2001,…
St Vincent and the Grenadines,Male,2000,…
St Vincent and the Grenadines,Male,1999,…
Sudan,Female,2000,96310
Sudan,Female,1999,94654
Sudan,Male,2000,107804
Sudan,Male,1999,105884
Suriname,Female,2002,3213
Suriname,Male,2002,1973
Swaziland,Female,2005,3064
Swaziland,Female,2004,3458
Swaziland,Female,2003,2923
Swaziland,Female,2002,2835
Swaziland,Female,2000,2299
Swaziland,Female,1999,2337
Swaziland,Male,2005,2833
Swaziland,Male,2004,3136
Swaziland,Male,2003,2446
Swaziland,Male,2002,2358
Swaziland,Male,2000,2439
Swaziland,Male,1999,2543
Sweden,Female,2005,254325
Sweden,Female,2004,255853
Sweden,Female,2003,247091
Sweden,Female,2002,227682
Sweden,Female,2001,211468
Sweden,Female,2000,201962
Sweden,Female,1999,192961
Sweden,Male,2005,172398
Sweden,Male,2004,173770
Sweden,Male,2003,167566
Sweden,Male,2002,155169
Sweden,Male,2001,146552
Sweden,Male,2000,144916
Sweden,Male,1999,142163
Switzerland,Female,2005,91945
Switzerland,Female,2004,88067
Switzerland,Female,2003,82258
Switzerland,Female,2002,73589
Switzerland,Female,2001,69747
Switzerland,Female,2000,66886
Switzerland,Female,1999,65235
Switzerland,Male,2005,107751
Switzerland,Male,2004,107880
Switzerland,Male,2003,103707
Switzerland,Male,2002,96496
Switzerland,Male,2001,93626
Switzerland,Male,2000,89993
Switzerland,Male,1999,91155
Tajikistan,Female,2005,30947
Tajikistan,Female,2004,26924
Tajikistan,Female,2003,24348
Tajikistan,Female,2002,20854
Tajikistan,Female,2001,18742
Tajikistan,Female,2000,20122
Tajikistan,Female,1999,19403
Tajikistan,Male,2005,88370
Tajikistan,Male,2004,81532
Tajikistan,Male,2003,73118
Tajikistan,Male,2002,64317
Tajikistan,Male,2001,59798
Tajikistan,Male,2000,59856
Tajikistan,Male,1999,56890
Tanzania,Female,2005,16548
Tanzania,Female,2004,12527
Tanzania,Female,2003,9535
Tanzania,Female,2002,6225
Tanzania,Female,2001,2914
Tanzania,Female,1999,3970
Tanzania,Male,2005,34532
Tanzania,Male,2004,30421
Tanzania,Male,2003,21514
Tanzania,Male,2002,20280
Tanzania,Male,2001,19046
Tanzania,Male,1999,14897
Thailand,Female,2005,1235685
Thailand,Female,2004,1208040
Thailand,Female,2003,1166995
Thailand,Female,2002,1122232
Thailand,Female,2001,1102962
Thailand,Female,2000,1028234
Thailand,Female,1999,968515
Thailand,Male,2005,1123442
Thailand,Male,2004,1043413
Thailand,Male,2003,1038586
Thailand,Male,2002,1033102
Thailand,Male,2001,992732
Thailand,Male,2000,872038
Thailand,Male,1999,845581
Timor Leste,Female,2002,3357
Timor Leste,Male,2002,2992
Togo,Female,2001,3119
Togo,Female,2000,2564
Togo,Female,1999,2615
Togo,Male,2001,15336
Togo,Male,2000,12607
Togo,Male,1999,12413
Tokelau,Female,2005,…
Tokelau,Female,2004,…
Tokelau,Female,2003,…
Tokelau,Female,2002,…
Tokelau,Female,2001,…
Tokelau,Female,2000,…
Tokelau,Female,1999,…
Tokelau,Male,2005,…
Tokelau,Male,2004,…
Tokelau,Male,2003,…
Tokelau,Male,2002,…
Tokelau,Male,2001,…
Tokelau,Male,2000,…
Tokelau,Male,1999,…
Tonga,Female,2004,393
Tonga,Female,2003,404
Tonga,Female,2002,363
Tonga,Female,2001,274
Tonga,Female,2000,318
Tonga,Female,1999,200
Tonga,Male,2004,264
Tonga,Male,2003,264
Tonga,Male,2002,237
Tonga,Male,2001,179
Tonga,Male,2000,208
Tonga,Male,1999,164
Trinidad and Tobago,Female,2005,9405
Trinidad and Tobago,Female,2004,9285
Trinidad and Tobago,Female,2003,7520
Trinidad and Tobago,Female,2002,5809
Trinidad and Tobago,Female,2001,5167
Trinidad and Tobago,Female,2000,4588
Trinidad and Tobago,Female,1999,4347
Trinidad and Tobago,Male,2005,7515
Trinidad and Tobago,Male,2004,7466
Trinidad and Tobago,Male,2003,4796
Trinidad and Tobago,Male,2002,4058
Trinidad and Tobago,Male,2001,3447
Trinidad and Tobago,Male,2000,3149
Trinidad and Tobago,Male,1999,3225
Tunisia,Female,2005,178312
Tunisia,Female,2004,164896
Tunisia,Female,2003,144674
Tunisia,Female,2002,121809
Tunisia,Female,2001,99855
Tunisia,Female,1999,76071
Tunisia,Male,2005,133257
Tunisia,Male,2004,126946
Tunisia,Male,2003,118740
